selection_rank,eligible_position,private_row_index,anon_polygon_id,date,actual_hidden
1157,12397,34159,AOI-0051,2020-10-27,True
1158,20456,56587,AOI-0074,2025-10-01,True
1159,18469,48800,AOI-0068,2024-08-09,True
1160,3268,7110,AOI-0014,2011-05-09,True
1161,18594,49150,AOI-0069,2025-05-25,True
1162,16571,41594,AOI-0063,2025-09-14,True
1163,2000,5505,AOI-0010,2024-09-28,True
1164,16355,41281,AOI-0062,2024-04-22,True
1165,2559,6191,AOI-0013,2017-08-08,True
1166,13035,35233,AOI-0056,2025-08-09,True
1167,12236,33998,AOI-0051,2018-06-26,True
1168,12245,34007,AOI-0051,2018-08-02,True
1169,15674,40600,AOI-0061,2025-09-26,True
1170,854,3749,AOI-0003,2025-08-07,True
1171,2169,5780,AOI-0011,2025-10-05,True
1172,12585,34347,AOI-0051,2023-10-04,True
1173,5948,12964,AOI-0024,2025-09-14,True
1174,7783,20251,AOI-0031,2024-07-13,True
1175,4558,10723,AOI-0017,2014-07-24,True
1176,12657,34419,AOI-0051,2024-10-06,True
1177,9744,25809,AOI-0043,2025-06-25,True
1178,643,3051,AOI-0001,2024-06-09,True
1179,8826,23859,AOI-0032,2025-06-30,True
1180,7010,17811,AOI-0031,2013-04-07,True
1181,18188,47935,AOI-0068,2020-07-27,True
1182,10130,27594,AOI-0044,2017-09-14,True
1183,578,2823,AOI-0001,2023-05-25,True
1184,7092,18214,AOI-0031,2014-10-14,True
1185,11847,33609,AOI-0050,2025-04-15,True
1186,200,1365,AOI-0001,2016-06-27,True
1187,7462,19434,AOI-0031,2020-08-17,True
1188,641,3043,AOI-0001,2024-06-01,True
1189,19282,52103,AOI-0073,2020-09-20,True
1190,18596,49153,AOI-0069,2025-05-28,True
1191,11798,33478,AOI-0049,2025-06-26,True
1192,17649,45579,AOI-0067,2025-07-14,True
1193,216,1459,AOI-0001,2016-09-29,True
1194,12501,34263,AOI-0051,2022-08-13,True
1195,13086,35284,AOI-0057,2025-07-18,True
1196,355,2019,AOI-0001,2019-07-12,True
1197,12443,34205,AOI-0051,2021-09-03,True
1198,4903,11068,AOI-0017,2020-06-26,True
1199,18642,49272,AOI-0069,2025-09-24,True
1200,17892,46822,AOI-0068,2015-06-09,True
1201,2095,5615,AOI-0011,2025-04-23,True
1202,8718,23591,AOI-0032,2024-05-06,True
1203,14232,39009,AOI-0059,2017-07-12,True
1204,11703,33195,AOI-0048,2025-04-17,True
1205,19498,52719,AOI-0073,2023-08-28,True
1206,8041,21347,AOI-0032,2013-08-13,True
1207,7391,19277,AOI-0031,2019-10-12,True
1208,6776,16690,AOI-0028,2025-09-11,True
1209,13596,37595,AOI-0058,2020-08-23,True
1210,17476,45071,AOI-0067,2023-04-23,True
1211,14037,38814,AOI-0059,2012-08-12,True
1212,15534,40460,AOI-0061,2024-04-29,True
1213,171,1197,AOI-0001,2015-08-11,True
1214,13872,38476,AOI-0058,2024-09-21,True
1215,5142,11307,AOI-0017,2023-07-24,True
1216,19009,50965,AOI-0073,2015-07-09,True
1217,13248,36158,AOI-0058,2013-10-16,True
1218,16992,43239,AOI-0067,2014-07-17,True
1219,15779,40705,AOI-0062,2013-10-16,True
1220,11370,32234,AOI-0046,2022-07-30,True
1221,9279,24886,AOI-0037,2025-09-30,True
1222,9979,26959,AOI-0044,2014-09-18,True
1223,6709,16477,AOI-0028,2024-09-11,True
1224,19909,54968,AOI-0074,2018-05-26,True
1225,12861,34882,AOI-0053,2025-09-26,True
1226,14506,39283,AOI-0059,2021-09-30,True
1227,15601,40527,AOI-0061,2025-04-16,True
1228,8109,21742,AOI-0032,2015-07-13,True
1229,18925,50280,AOI-0073,2012-05-24,True
1230,6528,15789,AOI-0028,2021-07-24,True
1231,11367,32228,AOI-0046,2022-07-24,True
1232,10822,29909,AOI-0046,2011-08-17,True
1233,8292,22516,AOI-0032,2019-04-26,True
1234,12049,33811,AOI-0051,2014-06-10,True
1235,18094,47662,AOI-0068,2019-05-28,True
1236,3292,7241,AOI-0014,2011-09-17,True
1237,5654,12267,AOI-0021,2025-07-18,True
1238,126,906,AOI-0001,2014-05-25,True
1239,8486,22971,AOI-0032,2021-05-25,True
1240,9064,24430,AOI-0035,2025-06-07,True
1241,9912,26616,AOI-0044,2013-05-11,True
1242,7225,18781,AOI-0031,2017-08-03,True
1243,10865,30235,AOI-0046,2013-05-09,True
1244,16116,41042,AOI-0062,2020-10-15,True
1245,10484,28801,AOI-0044,2023-07-05,True
1246,14253,39030,AOI-0059,2017-09-24,True
1247,5980,13030,AOI-0025,2025-06-27,True
1248,13838,38391,AOI-0058,2024-06-28,True
1249,2061,5566,AOI-0010,2025-08-16,True
1250,19615,53024,AOI-0073,2025-04-29,True
1251,1834,5339,AOI-0010,2022-06-11,True
1252,955,4077,AOI-0005,2025-05-01,True
1253,10507,28852,AOI-0044,2023-08-25,True
1254,19835,54485,AOI-0074,2015-10-29,True
1255,20498,56719,AOI-0075,2025-07-12,True
1256,9883,26368,AOI-0044,2012-04-06,True
1257,3647,8814,AOI-0014,2019-05-09,True
1258,12496,34258,AOI-0051,2022-07-29,True
1259,8301,22540,AOI-0032,2019-05-20,True
1260,19484,52685,AOI-0073,2023-07-25,True
1261,6647,16245,AOI-0028,2023-08-23,True
1262,359,2036,AOI-0001,2019-07-29,True
1263,7833,20379,AOI-0031,2025-04-19,True
1264,9756,25827,AOI-0043,2025-07-13,True
1265,12659,34421,AOI-0051,2024-10-15,True
1266,20536,56828,AOI-0075,2025-10-29,True
1267,2838,6470,AOI-0013,2021-06-10,True
1268,20699,57026,AOI-0078,2025-05-25,True
1269,9695,25680,AOI-0042,2025-09-17,True
1270,19211,51926,AOI-0073,2019-10-26,True
1271,1954,5459,AOI-0010,2024-05-08,True
1272,14278,39055,AOI-0059,2018-05-31,True
1273,9804,25952,AOI-0044,2010-04-16,True
1274,1170,4549,AOI-0008,2025-05-19,True
1275,15938,40864,AOI-0062,2018-06-25,True
1276,11763,33348,AOI-0048,2025-09-17,True
1277,11817,33525,AOI-0049,2025-08-12,True
1278,9017,24347,AOI-0034,2025-08-31,True
1279,4608,10773,AOI-0017,2015-08-29,True
1280,1649,5154,AOI-0010,2019-08-21,True
1281,20369,56347,AOI-0074,2024-09-04,True
1282,715,3314,AOI-0001,2025-07-29,True
1283,93,623,AOI-0001,2012-10-15,True
1284,2143,5728,AOI-0011,2025-08-14,True
1285,376,2087,AOI-0001,2019-09-18,True
1286,14683,39460,AOI-0059,2024-07-17,True
1287,10421,28590,AOI-0044,2022-07-07,True
1288,20691,57003,AOI-0078,2025-05-02,True
1289,9743,25801,AOI-0043,2025-06-17,True
1290,894,3856,AOI-0004,2025-04-23,True
1291,14222,38999,AOI-0059,2017-06-10,True
1292,8849,23914,AOI-0032,2025-08-24,True
1293,1706,5211,AOI-0010,2020-07-16,True
1294,10250,28021,AOI-0044,2019-09-15,True
1295,13000,35198,AOI-0056,2025-04-23,True
1296,15455,40381,AOI-0061,2023-05-06,True
1297,16425,41351,AOI-0062,2025-04-24,True
1298,447,2323,AOI-0001,2020-10-11,True
1299,17550,45272,AOI-0067,2024-04-11,True
1300,19882,54838,AOI-0074,2017-08-17,True
1301,17792,46318,AOI-0068,2012-10-22,True
1302,11403,32362,AOI-0046,2023-05-06,True
1303,11316,32019,AOI-0046,2021-07-28,True
1304,3825,9230,AOI-0014,2021-04-29,True
1305,13991,38768,AOI-0059,2011-06-12,True
1306,11502,32649,AOI-0046,2024-07-19,True
1307,4462,10627,AOI-0017,2011-09-17,True
1308,2566,6198,AOI-0013,2017-08-24,True
1309,19490,52697,AOI-0073,2023-08-06,True
1310,18219,48020,AOI-0068,2020-10-20,True
1311,6134,13346,AOI-0028,2010-04-15,True
1312,11014,30956,AOI-0046,2016-07-30,True
1313,4842,11007,AOI-0017,2019-08-11,True
1314,17164,43989,AOI-0067,2018-04-06,True
1315,18139,47781,AOI-0068,2019-09-24,True
1316,15216,40142,AOI-0061,2019-10-20,True
1317,16205,41131,AOI-0062,2022-04-27,True
1318,2486,6118,AOI-0013,2016-05-09,True
1319,5412,11660,AOI-0018,2025-08-19,True
1320,17293,44441,AOI-0067,2020-05-02,True
1321,16017,40943,AOI-0062,2019-08-23,True
1322,4531,10696,AOI-0017,2013-10-09,True
1323,811,3656,AOI-0003,2025-05-06,True
1324,3284,7194,AOI-0014,2011-08-01,True
1325,560,2738,AOI-0001,2022-09-30,True
1326,15194,40120,AOI-0061,2019-08-21,True
1327,6617,16135,AOI-0028,2023-05-05,True
1328,17644,45570,AOI-0067,2025-07-05,True
1329,19582,52932,AOI-0073,2024-08-28,True
1330,2783,6415,AOI-0013,2020-08-16,True
1331,243,1580,AOI-0001,2017-06-29,True
1332,19700,53359,AOI-0074,2010-08-29,True
1333,16859,42391,AOI-0067,2010-07-21,True
1334,13190,35768,AOI-0058,2012-04-22,True
1335,13987,38764,AOI-0059,2011-05-28,True
1336,11449,32475,AOI-0046,2023-08-27,True
1337,14529,39306,AOI-0059,2022-06-10,True
1338,7491,19491,AOI-0031,2020-10-13,True
1339,18920,50248,AOI-0073,2012-04-22,True
1340,921,3957,AOI-0004,2025-08-02,True
1341,15604,40530,AOI-0061,2025-04-19,True
1342,11273,31866,AOI-0046,2020-09-26,True
1343,14731,39508,AOI-0059,2025-05-17,True
1344,4698,10863,AOI-0017,2017-08-01,True
1345,462,2392,AOI-0001,2021-05-20,True
1346,13586,37571,AOI-0058,2020-07-30,True
1347,16713,41962,AOI-0065,2025-07-18,True
1348,16843,42304,AOI-0067,2010-04-25,True
1349,10731,29481,AOI-0045,2025-08-15,True
1350,913,3936,AOI-0004,2025-07-12,True
1351,11765,33355,AOI-0048,2025-09-24,True
1352,1848,5353,AOI-0010,2022-07-28,True
1353,4854,11019,AOI-0017,2019-08-31,True
1354,11879,33641,AOI-0050,2025-08-09,True
1355,17110,43798,AOI-0067,2017-04-28,True
1356,7586,19765,AOI-0031,2022-05-14,True
1357,4297,10426,AOI-0015,2025-09-07,True
1358,8909,24077,AOI-0033,2025-07-05,True
1359,16312,41238,AOI-0062,2023-08-05,True
1360,17102,43774,AOI-0067,2017-04-04,True
1361,19818,54389,AOI-0074,2015-07-25,True
1362,16142,41068,AOI-0062,2021-06-06,True
1363,17015,43326,AOI-0067,2014-10-12,True
1364,7304,19064,AOI-0031,2018-10-12,True
1365,20159,55740,AOI-0074,2021-10-06,True
1366,9062,24428,AOI-0035,2025-06-05,True
1367,3676,8872,AOI-0014,2019-07-06,True
1368,473,2435,AOI-0001,2021-07-02,True
1369,2997,6629,AOI-0013,2023-06-29,True
1370,18226,48061,AOI-0068,2021-05-01,True
1371,13262,36243,AOI-0058,2014-06-10,True
1372,10536,28932,AOI-0044,2024-04-14,True
1373,13999,38776,AOI-0059,2011-07-28,True
1374,16570,41593,AOI-0063,2025-09-13,True
1375,17962,47147,AOI-0068,2016-09-29,True
1376,11103,31300,AOI-0046,2018-05-09,True
1377,3662,8847,AOI-0014,2019-06-11,True
1378,5716,12426,AOI-0022,2025-05-25,True
1379,5993,13043,AOI-0025,2025-08-07,True
1380,444,2311,AOI-0001,2020-09-29,True
1381,18231,48076,AOI-0068,2021-05-16,True
1382,9139,24536,AOI-0036,2025-05-16,True
1383,7906,20545,AOI-0031,2025-10-02,True
1384,9225,24756,AOI-0037,2025-05-23,True
1385,19393,52421,AOI-0073,2022-06-04,True
1386,3209,6841,AOI-0013,2025-09-07,True
1387,9532,25398,AOI-0040,2025-10-02,True
1388,19588,52948,AOI-0073,2024-09-13,True
1389,8066,21512,AOI-0032,2014-06-26,True
1390,6681,16366,AOI-0028,2024-05-23,True
1391,12801,34714,AOI-0053,2025-04-11,True
1392,5708,12404,AOI-0022,2025-05-03,True
1393,10666,29307,AOI-0044,2025-09-23,True
1394,2007,5512,AOI-0010,2024-10-23,True
1395,14985,39911,AOI-0061,2015-04-07,True
1396,13457,37141,AOI-0058,2018-07-26,True
1397,15948,40874,AOI-0062,2018-08-28,True
1398,20082,55528,AOI-0074,2020-10-07,True
1399,3154,6786,AOI-0013,2025-05-16,True
1400,4373,10538,AOI-0016,2025-08-19,True
1401,179,1245,AOI-0001,2015-09-28,True
1402,8994,24295,AOI-0034,2025-07-10,True
1403,7614,19820,AOI-0031,2022-07-08,True
1404,4490,10655,AOI-0017,2012-08-28,True
1405,6151,13538,AOI-0028,2010-10-24,True
1406,8972,24233,AOI-0034,2025-05-09,True
1407,19454,52604,AOI-0073,2023-05-05,True
1408,6591,16017,AOI-0028,2022-08-08,True
1409,1892,5397,AOI-0010,2023-06-16,True
1410,9990,27000,AOI-0044,2014-10-29,True
1411,4818,10983,AOI-0017,2019-06-17,True
1412,2677,6309,AOI-0013,2019-06-25,True
1413,9457,25216,AOI-0040,2025-04-03,True
1414,12833,34822,AOI-0053,2025-07-28,True
1415,2506,6138,AOI-0013,2016-08-12,True
1416,11947,33709,AOI-0051,2011-06-13,True
1417,19564,52894,AOI-0073,2024-07-21,True
1418,16857,42383,AOI-0067,2010-07-13,True
1419,2893,6525,AOI-0013,2022-04-02,True
1420,14422,39199,AOI-0059,2020-07-30,True
1421,6788,16737,AOI-0028,2025-10-28,True
1422,7679,20012,AOI-0031,2023-06-17,True
1423,17135,43886,AOI-0067,2017-07-25,True
1424,5987,13037,AOI-0025,2025-07-21,True
1425,7934,20676,AOI-0032,2010-07-12,True
1426,13849,38419,AOI-0058,2024-07-26,True
1427,14792,39590,AOI-0060,2025-04-29,True
1428,9531,25396,AOI-0040,2025-09-30,True
1429,5456,11787,AOI-0019,2025-05-25,True
1430,2745,6377,AOI-0013,2020-05-12,True
1431,13072,35270,AOI-0057,2025-05-19,True
1432,19017,51013,AOI-0073,2015-08-26,True
1433,407,2199,AOI-0001,2020-06-09,True
1434,18582,49116,AOI-0069,2025-04-21,True
1435,7638,19884,AOI-0031,2022-09-10,True
1436,434,2284,AOI-0001,2020-09-02,True
1437,20702,57035,AOI-0078,2025-06-03,True
1438,2636,6268,AOI-0013,2018-09-28,True
1439,17742,45976,AOI-0068,2011-06-15,True
1440,6764,16661,AOI-0028,2025-08-13,True
1441,2081,5586,AOI-0010,2025-09-30,True
1442,852,3746,AOI-0003,2025-08-04,True
1443,3961,9569,AOI-0014,2022-09-02,True
1444,6082,13281,AOI-0027,2025-04-16,True
1445,418,2243,AOI-0001,2020-07-23,True
1446,8461,22884,AOI-0032,2020-09-28,True
1447,19005,50941,AOI-0073,2015-06-15,True
1448,10333,28270,AOI-0044,2020-10-21,True
1449,4240,10300,AOI-0015,2025-05-04,True
1450,3655,8833,AOI-0014,2019-05-28,True
1451,13965,38742,AOI-0059,2010-07-19,True
1452,13145,35478,AOI-0058,2010-09-05,True
1453,18347,48473,AOI-0068,2023-04-17,True
1454,17999,47281,AOI-0068,2017-07-12,True
1455,19511,52751,AOI-0073,2023-09-29,True
1456,17315,44525,AOI-0067,2020-07-25,True
1457,9445,25203,AOI-0039,2025-09-26,True
1458,10729,29479,AOI-0045,2025-08-13,True
1459,6752,16630,AOI-0028,2025-07-13,True
1460,3031,6663,AOI-0013,2023-09-11,True
1461,2757,6389,AOI-0013,2020-06-24,True
1462,6208,14057,AOI-0028,2013-06-26,True
1463,12440,34202,AOI-0051,2021-08-23,True
1464,12701,34463,AOI-0051,2025-08-12,True
1465,17327,44556,AOI-0067,2020-08-25,True
1466,3889,9396,AOI-0014,2021-10-12,True
1467,4884,11049,AOI-0017,2020-04-25,True
1468,5534,11963,AOI-0020,2025-04-18,True
1469,8452,22869,AOI-0032,2020-09-13,True
1470,14071,38848,AOI-0059,2013-08-13,True
1471,19719,53518,AOI-0074,2011-07-06,True
1472,3731,9005,AOI-0014,2020-04-17,True
1473,9440,25198,AOI-0039,2025-09-14,True
1474,609,2933,AOI-0001,2023-09-12,True
1475,19944,55159,AOI-0074,2019-05-04,True
1476,18816,49652,AOI-0072,2025-06-04,True
1477,15257,40183,AOI-0061,2020-07-24,True
1478,5574,12065,AOI-0020,2025-07-29,True
1479,12866,34914,AOI-0053,2025-10-28,True
1480,989,4185,AOI-0005,2025-08-17,True
1481,6658,16277,AOI-0028,2023-09-24,True
1482,20466,56628,AOI-0075,2025-04-12,True
1483,4620,10785,AOI-0017,2016-04-06,True
1484,7230,18791,AOI-0031,2017-08-13,True
1485,10084,27439,AOI-0044,2017-04-12,True
1486,10672,29317,AOI-0044,2025-10-03,True
1487,9986,26983,AOI-0044,2014-10-12,True
1488,10840,30012,AOI-0046,2012-04-29,True
1489,11483,32578,AOI-0046,2024-05-09,True
1490,9740,25792,AOI-0043,2025-06-08,True
1491,14511,39288,AOI-0059,2021-10-16,True
1492,19910,54972,AOI-0074,2018-05-30,True
1493,8255,22357,AOI-0032,2018-06-19,True
1494,17714,45816,AOI-0068,2010-08-07,True
1495,10635,29228,AOI-0044,2025-07-06,True
1496,16746,42031,AOI-0065,2025-09-25,True
1497,2138,5720,AOI-0011,2025-08-06,True
1498,16711,41959,AOI-0065,2025-07-15,True
1499,1449,4954,AOI-0010,2015-04-14,True
1500,8026,21285,AOI-0032,2013-06-12,True
1501,1335,4840,AOI-0010,2010-08-06,True
1502,17547,45262,AOI-0067,2024-04-01,True
1503,16729,41992,AOI-0065,2025-08-17,True
1504,20726,57103,AOI-0078,2025-08-10,True
1505,5586,12086,AOI-0020,2025-08-19,True
1506,14044,38821,AOI-0059,2012-10-13,True
1507,6588,16006,AOI-0028,2022-07-28,True
1508,1585,5090,AOI-0010,2018-08-28,True
1509,8151,21940,AOI-0032,2016-06-28,True
1510,5895,12855,AOI-0024,2025-05-28,True
1511,4496,10661,AOI-0017,2012-09-29,True
1512,6298,14768,AOI-0028,2016-09-06,True
1513,14808,39657,AOI-0060,2025-07-05,True
1514,12686,34448,AOI-0051,2025-06-27,True
1515,2738,6370,AOI-0013,2020-04-22,True
1516,15461,40387,AOI-0061,2023-06-06,True
1517,20602,56895,AOI-0076,2025-09-22,True
1518,13155,35559,AOI-0058,2011-04-26,True
1519,19566,52898,AOI-0073,2024-07-25,True
1520,5431,11696,AOI-0018,2025-09-24,True
1521,13326,36565,AOI-0058,2015-09-27,True
1522,17291,44431,AOI-0067,2020-04-22,True
1523,2705,6337,AOI-0013,2019-08-24,True
1524,341,1977,AOI-0001,2019-05-31,True
1525,6869,17023,AOI-0030,2025-06-10,True
1526,2265,5897,AOI-0013,2010-06-19,True
1527,8984,24270,AOI-0034,2025-06-15,True
1528,8903,24064,AOI-0033,2025-06-22,True
1529,16909,42648,AOI-0067,2011-09-03,True
1530,4071,9879,AOI-0014,2024-05-09,True
1531,10102,27515,AOI-0044,2017-06-27,True
1532,19859,54735,AOI-0074,2017-05-06,True
1533,18157,47829,AOI-0068,2020-04-12,True
1534,18249,48140,AOI-0068,2021-07-19,True
1535,16061,40987,AOI-0062,2020-05-30,True
1536,15966,40892,AOI-0062,2019-04-11,True
1537,14473,39250,AOI-0059,2021-06-23,True
1538,1422,4927,AOI-0010,2014-05-29,True
1539,14768,39545,AOI-0059,2025-08-29,True
1540,322,1899,AOI-0001,2018-10-13,True
1541,15339,40265,AOI-0061,2021-07-21,True
1542,12295,34057,AOI-0051,2019-06-30,True
1543,6550,15884,AOI-0028,2021-10-27,True
1544,5109,11274,AOI-0017,2023-04-02,True
1545,4428,10593,AOI-0017,2010-09-23,True
1546,12673,34435,AOI-0051,2025-05-09,True
1547,16884,42531,AOI-0067,2011-05-09,True
1548,6657,16275,AOI-0028,2023-09-22,True
1549,9492,25312,AOI-0040,2025-07-08,True
1550,18773,49565,AOI-0071,2025-08-23,True
1551,6662,16283,AOI-0028,2023-09-30,True
1552,4522,10687,AOI-0017,2013-08-14,True
1553,16235,41161,AOI-0062,2022-07-21,True
1554,6988,17597,AOI-0031,2012-04-06,True
1555,8463,22891,AOI-0032,2020-10-05,True
1556,13784,38228,AOI-0058,2023-08-17,True
1557,20717,57075,AOI-0078,2025-07-13,True
1558,20416,56474,AOI-0074,2025-06-10,True
1559,6516,15749,AOI-0028,2021-06-14,True
1560,956,4079,AOI-0005,2025-05-03,True
1561,1918,5423,AOI-0010,2023-08-23,True
1562,11093,31243,AOI-0046,2017-10-12,True
1563,1079,4348,AOI-0007,2025-04-29,True
1564,13334,36604,AOI-0058,2016-04-06,True
1565,13598,37600,AOI-0058,2020-08-28,True
1566,9522,25378,AOI-0040,2025-09-12,True
1567,5695,12344,AOI-0021,2025-10-03,True
1568,19867,54780,AOI-0074,2017-06-20,True
1569,4939,11104,AOI-0017,2020-09-10,True
1570,14387,39164,AOI-0059,2020-04-18,True
1571,3867,9341,AOI-0014,2021-08-18,True
1572,7159,18529,AOI-0031,2016-06-25,True
1573,18949,50525,AOI-0073,2013-06-25,True
1574,2759,6391,AOI-0013,2020-06-26,True
1575,3488,8271,AOI-0014,2016-08-13,True
1576,1890,5395,AOI-0010,2023-06-08,True
1577,12783,34649,AOI-0052,2025-09-06,True
1578,10710,29432,AOI-0045,2025-06-27,True
1579,8372,22698,AOI-0032,2019-10-25,True
1580,9816,26017,AOI-0044,2010-06-20,True
1581,2574,6206,AOI-0013,2017-09-13,True
1582,14645,39422,AOI-0059,2023-10-16,True
1583,6701,16447,AOI-0028,2024-08-12,True
1584,17496,45139,AOI-0067,2023-06-30,True
1585,12655,34417,AOI-0051,2024-10-01,True
1586,3149,6781,AOI-0013,2025-04-28,True
1587,7691,20036,AOI-0031,2023-07-11,True
1588,8588,23252,AOI-0032,2022-08-01,True
1589,11064,31163,AOI-0046,2017-07-24,True
1590,16801,42182,AOI-0066,2025-07-25,True
1591,16523,41493,AOI-0063,2025-06-05,True
1592,2943,6575,AOI-0013,2022-08-14,True
1593,6960,17449,AOI-0031,2011-06-10,True
1594,19272,52084,AOI-0073,2020-09-01,True
1595,10774,29644,AOI-0046,2010-06-26,True
1596,19854,54722,AOI-0074,2017-04-23,True
1597,17683,45660,AOI-0067,2025-10-03,True
1598,5645,12255,AOI-0021,2025-07-06,True
1599,14965,39891,AOI-0061,2014-06-26,True
1600,19931,55079,AOI-0074,2018-09-14,True
1601,10862,30221,AOI-0046,2013-04-25,True
1602,8069,21528,AOI-0032,2014-07-12,True
1603,17959,47131,AOI-0068,2016-09-13,True
1604,16163,41089,AOI-0062,2021-07-26,True
1605,11943,33705,AOI-0051,2011-06-04,True
1606,19626,53054,AOI-0073,2025-05-29,True
1607,9809,25984,AOI-0044,2010-05-18,True
1608,20280,56115,AOI-0074,2023-08-16,True
1609,4534,10699,AOI-0017,2013-10-25,True
1610,7636,19882,AOI-0031,2022-09-08,True
1611,2720,6352,AOI-0013,2019-10-02,True
1612,7797,20285,AOI-0031,2024-08-16,True
1613,1798,5303,AOI-0010,2021-09-04,True
1614,5516,11900,AOI-0019,2025-09-15,True
1615,17763,46056,AOI-0068,2011-09-03,True
1616,12018,33780,AOI-0051,2013-07-19,True
1617,15215,40141,AOI-0061,2019-10-18,True
1618,8769,23707,AOI-0032,2024-08-30,True
1619,6650,16251,AOI-0028,2023-08-29,True
1620,19613,53018,AOI-0073,2025-04-23,True
1621,18825,49683,AOI-0072,2025-07-05,True
1622,7028,17877,AOI-0031,2013-06-12,True
1623,1227,4606,AOI-0008,2025-09-30,True
1624,19298,52139,AOI-0073,2020-10-26,True
1625,6106,13305,AOI-0027,2025-07-23,True
1626,14323,39100,AOI-0059,2019-04-11,True
1627,9530,25394,AOI-0040,2025-09-28,True
1628,9666,25617,AOI-0042,2025-07-16,True
1629,5529,11933,AOI-0019,2025-10-18,True
1630,6169,13674,AOI-0028,2011-08-08,True
1631,16400,41326,AOI-0062,2024-09-06,True
1632,16928,42823,AOI-0067,2012-07-27,True
1633,11946,33708,AOI-0051,2011-06-12,True
1634,11486,32601,AOI-0046,2024-06-01,True
1635,11814,33519,AOI-0049,2025-08-06,True
1636,10995,30875,AOI-0046,2016-05-10,True
1637,4258,10360,AOI-0015,2025-07-03,True
1638,3820,9208,AOI-0014,2021-04-07,True
1639,16391,41317,AOI-0062,2024-08-12,True
1640,15272,40198,AOI-0061,2020-08-23,True
1641,1074,4337,AOI-0007,2025-04-18,True
1642,1098,4406,AOI-0007,2025-06-26,True
1643,16436,41362,AOI-0062,2025-05-28,True
1644,19065,51388,AOI-0073,2017-07-06,True
1645,20117,55635,AOI-0074,2021-06-23,True
1646,15706,40632,AOI-0062,2010-10-16,True
1647,13170,35639,AOI-0058,2011-07-15,True
1648,19000,50917,AOI-0073,2015-05-22,True
1649,317,1884,AOI-0001,2018-09-28,True
1650,16416,41342,AOI-0062,2025-04-01,True
1651,15990,40916,AOI-0062,2019-06-17,True
1652,13556,37484,AOI-0058,2020-05-04,True
1653,15255,40181,AOI-0061,2020-07-16,True
1654,18374,48552,AOI-0068,2023-07-05,True
1655,6393,15280,AOI-0028,2019-05-02,True
1656,7270,18933,AOI-0031,2018-06-03,True
1657,12878,34950,AOI-0054,2025-05-04,True
1658,9176,24621,AOI-0036,2025-08-09,True
1659,16208,41134,AOI-0062,2022-05-11,True
1660,758,3471,AOI-0002,2025-06-03,True
1661,16052,40978,AOI-0062,2020-04-30,True
1662,19526,52802,AOI-0073,2024-04-20,True
1663,805,3638,AOI-0003,2025-04-18,True
1664,606,2919,AOI-0001,2023-08-29,True
1665,19380,52381,AOI-0073,2022-04-25,True
1666,6245,14377,AOI-0028,2014-10-11,True
1667,5479,11837,AOI-0019,2025-07-14,True
1668,14898,39824,AOI-0061,2011-09-26,True
1669,9367,25104,AOI-0038,2025-10-05,True
1670,1367,4872,AOI-0010,2011-09-10,True
1671,18907,50118,AOI-0073,2011-07-14,True
1672,13926,38646,AOI-0058,2025-08-09,True
1673,6133,13338,AOI-0028,2010-04-07,True
1674,13013,35211,AOI-0056,2025-06-10,True
1675,9629,25528,AOI-0042,2025-04-18,True
1676,9837,26135,AOI-0044,2010-10-16,True
1677,717,3318,AOI-0001,2025-08-02,True
1678,17863,46686,AOI-0068,2014-08-25,True
1679,10079,27423,AOI-0044,2016-10-26,True
1680,6811,16813,AOI-0029,2025-06-13,True
1681,8357,22668,AOI-0032,2019-09-25,True
1682,19196,51881,AOI-0073,2019-09-11,True
1683,62,383,AOI-0001,2011-09-18,True
1684,18289,48300,AOI-0068,2022-05-27,True
1685,11369,32233,AOI-0046,2022-07-29,True
1686,6568,15957,AOI-0028,2022-06-09,True
1687,9814,26009,AOI-0044,2010-06-12,True
1688,18448,48745,AOI-0068,2024-06-15,True
1689,4341,10506,AOI-0016,2025-06-26,True
1690,9182,24635,AOI-0036,2025-08-23,True
1691,17508,45166,AOI-0067,2023-07-27,True
1692,5184,11349,AOI-0017,2023-10-12,True
1693,448,2324,AOI-0001,2020-10-12,True
1694,11632,33011,AOI-0047,2025-05-16,True
1695,65,395,AOI-0001,2011-09-30,True
1696,1314,4797,AOI-0009,2025-10-03,True
1697,5078,11243,AOI-0017,2022-08-07,True
1698,9275,24879,AOI-0037,2025-09-23,True
1699,16852,42360,AOI-0067,2010-06-20,True
1700,6003,13053,AOI-0025,2025-09-07,True
1701,19847,54628,AOI-0074,2016-08-20,True
1702,13344,36668,AOI-0058,2016-06-09,True
1703,12300,34062,AOI-0051,2019-07-29,True
1704,5219,11384,AOI-0017,2024-06-28,True
1705,13621,37678,AOI-0058,2021-04-15,True
1706,14038,38815,AOI-0059,2012-08-26,True
1707,19874,54808,AOI-0074,2017-07-18,True
1708,14295,39072,AOI-0059,2018-08-10,True
1709,16511,41451,AOI-0063,2025-04-24,True
1710,20606,56899,AOI-0076,2025-10-04,True
1711,7141,18444,AOI-0031,2016-04-01,True
1712,19638,53086,AOI-0073,2025-06-30,True
1713,8606,23293,AOI-0032,2022-09-11,True
1714,13857,38442,AOI-0058,2024-08-18,True
1715,6065,13225,AOI-0026,2025-09-08,True
1716,3045,6677,AOI-0013,2023-10-05,True
