seed,method,n,rmse,slice
1,blend_soft_all_r2_l0_p4_0.50,2644,0.063179659,
1,soft_all_r2_l0.25_p1,2644,0.064518372,
1,blend_soft_all_r2_l0.25_p1_0.20,2644,0.063718746,
1,blend_soft_all_r2_l0.25_p1_0.30,2644,0.063484726,
1,blend_soft_all_r2_l0.25_p1_0.40,2644,0.063345952,
1,blend_soft_all_r2_l0.25_p1_0.50,2644,0.063303050,
1,soft_all_r2_l0.25_p2,2644,0.064555681,
1,blend_soft_all_r2_l0.25_p2_0.20,2644,0.063620396,
1,blend_soft_all_r2_l0.25_p2_0.30,2644,0.063356559,
1,blend_soft_all_r2_l0.25_p2_0.40,2644,0.063201309,
1,blend_soft_all_r2_l0.25_p2_0.50,2644,0.063155449,
1,soft_all_r2_l0.25_p4,2644,0.064766488,
1,blend_soft_all_r2_l0.25_p4_0.20,2644,0.063615903,
1,blend_soft_all_r2_l0.25_p4_0.30,2644,0.063358704,
1,blend_soft_all_r2_l0.25_p4_0.40,2644,0.063216090,
1,blend_soft_all_r2_l0.25_p4_0.50,2644,0.063188836,
1,soft_all_r2_l1_p1,2644,0.064749229,
1,blend_soft_all_r2_l1_p1_0.20,2644,0.063864513,
1,blend_soft_all_r2_l1_p1_0.30,2644,0.063685466,
1,blend_soft_all_r2_l1_p1_0.40,2644,0.063589228,
1,blend_soft_all_r2_l1_p1_0.50,2644,0.063576175,
1,soft_all_r2_l1_p2,2644,0.064642693,
1,blend_soft_all_r2_l1_p2_0.20,2644,0.063721113,
1,blend_soft_all_r2_l1_p2_0.30,2644,0.063492586,
1,blend_soft_all_r2_l1_p2_0.40,2644,0.063362196,
1,blend_soft_all_r2_l1_p2_0.50,2644,0.063330548,
1,soft_all_r2_l1_p4,2644,0.064815554,
1,blend_soft_all_r2_l1_p4_0.20,2644,0.063666321,
1,blend_soft_all_r2_l1_p4_0.30,2644,0.063427018,
1,blend_soft_all_r2_l1_p4_0.40,2644,0.063297202,
1,blend_soft_all_r2_l1_p4_0.50,2644,0.063277549,
1,soft_crop_r4_l0_p1,2644,0.064819012,
1,blend_soft_crop_r4_l0_p1_0.20,2644,0.063677740,
1,blend_soft_crop_r4_l0_p1_0.30,2644,0.063442194,
1,blend_soft_crop_r4_l0_p1_0.40,2644,0.063314784,
1,blend_soft_crop_r4_l0_p1_0.50,2644,0.063296164,
1,soft_crop_r4_l0_p2,2644,0.064933110,
1,blend_soft_crop_r4_l0_p2_0.20,2644,0.063667930,
1,blend_soft_crop_r4_l0_p2_0.30,2644,0.063433647,
1,blend_soft_crop_r4_l0_p2_0.40,2644,0.063311678,
1,blend_soft_crop_r4_l0_p2_0.50,2644,0.063302673,
1,soft_crop_r4_l0_p4,2644,0.065161172,
1,blend_soft_crop_r4_l0_p4_0.20,2644,0.063679504,
1,blend_soft_crop_r4_l0_p4_0.30,2644,0.063457661,
1,blend_soft_crop_r4_l0_p4_0.40,2644,0.063352556,
1,blend_soft_crop_r4_l0_p4_0.50,2644,0.063364772,
1,soft_crop_r4_l0.25_p1,2644,0.064785670,
1,blend_soft_crop_r4_l0.25_p1_0.20,2644,0.063748783,
1,blend_soft_crop_r4_l0.25_p1_0.30,2644,0.063534492,
1,blend_soft_crop_r4_l0.25_p1_0.40,2644,0.063418522,
1,blend_soft_crop_r4_l0.25_p1_0.50,2644,0.063401412,
1,soft_crop_r4_l0.25_p2,2644,0.064920139,
1,blend_soft_crop_r4_l0.25_p2_0.20,2644,0.063678718,
1,blend_soft_crop_r4_l0.25_p2_0.30,2644,0.063447360,
1,blend_soft_crop_r4_l0.25_p2_0.40,2644,0.063326619,
1,blend_soft_crop_r4_l0.25_p2_0.50,2644,0.063317130,
1,soft_crop_r4_l0.25_p4,2644,0.065153776,
1,blend_soft_crop_r4_l0.25_p4_0.20,2644,0.063681134,
1,blend_soft_crop_r4_l0.25_p4_0.30,2644,0.063459522,
1,blend_soft_crop_r4_l0.25_p4_0.40,2644,0.063354253,
1,blend_soft_crop_r4_l0.25_p4_0.50,2644,0.063365905,
1,soft_crop_r4_l1_p1,2644,0.064918576,
1,blend_soft_crop_r4_l1_p1_0.20,2644,0.063873446,
1,blend_soft_crop_r4_l1_p1_0.30,2644,0.063703687,
1,blend_soft_crop_r4_l1_p1_0.40,2644,0.063619945,
1,blend_soft_crop_r4_l1_p1_0.50,2644,0.063622561,
1,soft_crop_r4_l1_p2,2644,0.064950624,
1,blend_soft_crop_r4_l1_p2_0.20,2644,0.063761550,
1,blend_soft_crop_r4_l1_p2_0.30,2644,0.063557618,
1,blend_soft_crop_r4_l1_p2_0.40,2644,0.063454636,
1,blend_soft_crop_r4_l1_p2_0.50,2644,0.063453095,
1,soft_crop_r4_l1_p4,2644,0.065172269,
1,blend_soft_crop_r4_l1_p4_0.20,2644,0.063724619,
1,blend_soft_crop_r4_l1_p4_0.30,2644,0.063517501,
1,blend_soft_crop_r4_l1_p4_0.40,2644,0.063421705,
1,blend_soft_crop_r4_l1_p4_0.50,2644,0.063437737,
1,soft_all_r4_l0_p1,2644,0.065067932,
1,blend_soft_all_r4_l0_p1_0.20,2644,0.063741802,
1,blend_soft_all_r4_l0_p1_0.30,2644,0.063536116,
1,blend_soft_all_r4_l0_p1_0.40,2644,0.063436891,
1,blend_soft_all_r4_l0_p1_0.50,2644,0.063444628,
1,soft_all_r4_l0_p2,2644,0.065176403,
1,blend_soft_all_r4_l0_p2_0.20,2644,0.063726077,
1,blend_soft_all_r4_l0_p2_0.30,2644,0.063519580,
1,blend_soft_all_r4_l0_p2_0.40,2644,0.063424328,
1,blend_soft_all_r4_l0_p2_0.50,2644,0.063440822,
1,soft_all_r4_l0_p4,2644,0.065409265,
1,blend_soft_all_r4_l0_p4_0.20,2644,0.063737219,
1,blend_soft_all_r4_l0_p4_0.30,2644,0.063543224,
1,blend_soft_all_r4_l0_p4_0.40,2644,0.063465080,
1,blend_soft_all_r4_l0_p4_0.50,2644,0.063503216,
1,soft_all_r4_l0.25_p1,2644,0.065009041,
1,blend_soft_all_r4_l0.25_p1_0.20,2644,0.063803739,
1,blend_soft_all_r4_l0.25_p1_0.30,2644,0.063615401,
1,blend_soft_all_r4_l0.25_p1_0.40,2644,0.063524191,
1,blend_soft_all_r4_l0.25_p1_0.50,2644,0.063530528,
1,soft_all_r4_l0.25_p2,2644,0.065153001,
1,blend_soft_all_r4_l0.25_p2_0.20,2644,0.063735397,
1,blend_soft_all_r4_l0.25_p2_0.30,2644,0.063530951,
1,blend_soft_all_r4_l0.25_p2_0.40,2644,0.063435969,
1,blend_soft_all_r4_l0.25_p2_0.50,2644,0.063450942,
1,soft_all_r4_l0.25_p4,2644,0.065390421,
1,blend_soft_all_r4_l0.25_p4_0.20,2644,0.063737324,
1,blend_soft_all_r4_l0.25_p4_0.30,2644,0.063542635,
1,blend_soft_all_r4_l0.25_p4_0.40,2644,0.063463297,
1,blend_soft_all_r4_l0.25_p4_0.50,2644,0.063499742,
1,soft_all_r4_l1_p1,2644,0.065088760,
1,blend_soft_all_r4_l1_p1_0.20,2644,0.063911583,
1,blend_soft_all_r4_l1_p1_0.30,2644,0.063760378,
1,blend_soft_all_r4_l1_p1_0.40,2644,0.063694741,
1,blend_soft_all_r4_l1_p1_0.50,2644,0.063714939,
1,soft_all_r4_l1_p2,2644,0.065148184,
1,blend_soft_all_r4_l1_p2_0.20,2644,0.063810034,
1,blend_soft_all_r4_l1_p2_0.30,2644,0.063629025,
1,blend_soft_all_r4_l1_p2_0.40,2644,0.063547926,
1,blend_soft_all_r4_l1_p2_0.50,2644,0.063567121,
1,soft_all_r4_l1_p4,2644,0.065389676,
1,blend_soft_all_r4_l1_p4_0.20,2644,0.063776954,
1,blend_soft_all_r4_l1_p4_0.30,2644,0.063594774,
1,blend_soft_all_r4_l1_p4_0.40,2644,0.063522912,
1,blend_soft_all_r4_l1_p4_0.50,2644,0.063561740,
1,soft_crop_r8_l0_p1,2644,0.064692245,
1,blend_soft_crop_r8_l0_p1_0.20,2644,0.063654516,
1,blend_soft_crop_r8_l0_p1_0.30,2644,0.063406743,
1,blend_soft_crop_r8_l0_p1_0.40,2644,0.063266772,
1,blend_soft_crop_r8_l0_p1_0.50,2644,0.063235319,
1,soft_crop_r8_l0_p2,2644,0.064791247,
1,blend_soft_crop_r8_l0_p2_0.20,2644,0.063641569,
1,blend_soft_crop_r8_l0_p2_0.30,2644,0.063393475,
1,blend_soft_crop_r8_l0_p2_0.40,2644,0.063257364,
1,blend_soft_crop_r8_l0_p2_0.50,2644,0.063233962,
1,soft_crop_r8_l0_p4,2644,0.064974155,
1,blend_soft_crop_r8_l0_p4_0.20,2644,0.063646792,
1,blend_soft_crop_r8_l0_p4_0.30,2644,0.063407376,
1,blend_soft_crop_r8_l0_p4_0.40,2644,0.063284003,
1,blend_soft_crop_r8_l0_p4_0.50,2644,0.063277351,
1,soft_crop_r8_l0.25_p1,2644,0.064659355,
1,blend_soft_crop_r8_l0.25_p1_0.20,2644,0.063727513,
1,blend_soft_crop_r8_l0.25_p1_0.30,2644,0.063501652,
1,blend_soft_crop_r8_l0.25_p1_0.40,2644,0.063373550,
1,blend_soft_crop_r8_l0.25_p1_0.50,2644,0.063343798,
1,soft_crop_r8_l0.25_p2,2644,0.064783778,
1,blend_soft_crop_r8_l0.25_p2_0.20,2644,0.063653583,
1,blend_soft_crop_r8_l0.25_p2_0.30,2644,0.063409018,
1,blend_soft_crop_r8_l0.25_p2_0.40,2644,0.063274729,
1,blend_soft_crop_r8_l0.25_p2_0.50,2644,0.063251418,
1,soft_crop_r8_l0.25_p4,2644,0.064979135,
1,blend_soft_crop_r8_l0.25_p4_0.20,2644,0.063650179,
1,blend_soft_crop_r8_l0.25_p4_0.30,2644,0.063412029,
1,blend_soft_crop_r8_l0.25_p4_0.40,2644,0.063289623,
1,blend_soft_crop_r8_l0.25_p4_0.50,2644,0.063283632,
1,soft_crop_r8_l1_p1,2644,0.064813760,
1,blend_soft_crop_r8_l1_p1_0.20,2644,0.063855951,
1,blend_soft_crop_r8_l1_p1_0.30,2644,0.063676658,
1,blend_soft_crop_r8_l1_p1_0.40,2644,0.063582904,
1,blend_soft_crop_r8_l1_p1_0.50,2644,0.063575066,
1,soft_crop_r8_l1_p2,2644,0.064833491,
1,blend_soft_crop_r8_l1_p2_0.20,2644,0.063742173,
1,blend_soft_crop_r8_l1_p2_0.30,2644,0.063527617,
1,blend_soft_crop_r8_l1_p2_0.40,2644,0.063413443,
1,blend_soft_crop_r8_l1_p2_0.50,2644,0.063400194,
1,soft_crop_r8_l1_p4,2644,0.065013362,
1,blend_soft_crop_r8_l1_p4_0.20,2644,0.063696859,
1,blend_soft_crop_r8_l1_p4_0.30,2644,0.063474834,
1,blend_soft_crop_r8_l1_p4_0.40,2644,0.063363540,
1,blend_soft_crop_r8_l1_p4_0.50,2644,0.063363560,
1,soft_all_r8_l0_p1,2644,0.065780306,
1,blend_soft_all_r8_l0_p1_0.20,2644,0.063947300,
1,blend_soft_all_r8_l0_p1_0.30,2644,0.063833951,
1,blend_soft_all_r8_l0_p1_0.40,2644,0.063819435,
1,blend_soft_all_r8_l0_p1_0.50,2644,0.063903819,
1,soft_all_r8_l0_p2,2644,0.065932590,
1,blend_soft_all_r8_l0_p2_0.20,2644,0.063929326,
1,blend_soft_all_r8_l0_p2_0.30,2644,0.063816212,
1,blend_soft_all_r8_l0_p2_0.40,2644,0.063808138,
1,blend_soft_all_r8_l0_p2_0.50,2644,0.063905145,
1,soft_all_r8_l0_p4,2644,0.066201767,
1,blend_soft_all_r8_l0_p4_0.20,2644,0.063927916,
1,blend_soft_all_r8_l0_p4_0.30,2644,0.063824807,
1,blend_soft_all_r8_l0_p4_0.40,2644,0.063833884,
1,blend_soft_all_r8_l0_p4_0.50,2644,0.063955100,
1,soft_all_r8_l0.25_p1,2644,0.065675403,
1,blend_soft_all_r8_l0.25_p1_0.20,2644,0.063971879,
1,blend_soft_all_r8_l0.25_p1_0.30,2644,0.063862218,
1,blend_soft_all_r8_l0.25_p1_0.40,2644,0.063845575,
1,blend_soft_all_r8_l0.25_p1_0.50,2644,0.063922024,
1,soft_all_r8_l0.25_p2,2644,0.065899111,
1,blend_soft_all_r8_l0.25_p2_0.20,2644,0.063938039,
1,blend_soft_all_r8_l0.25_p2_0.30,2644,0.063826370,
1,blend_soft_all_r8_l0.25_p2_0.40,2644,0.063817773,
1,blend_soft_all_r8_l0.25_p2_0.50,2644,0.063912290,
1,soft_all_r8_l0.25_p4,2644,0.066192193,
1,blend_soft_all_r8_l0.25_p4_0.20,2644,0.063941033,
1,blend_soft_all_r8_l0.25_p4_0.30,2644,0.063841678,
1,blend_soft_all_r8_l0.25_p4_0.40,2644,0.063852594,
1,blend_soft_all_r8_l0.25_p4_0.50,2644,0.063973727,
1,soft_all_r8_l1_p1,2644,0.065593827,
1,blend_soft_all_r8_l1_p1_0.20,2644,0.064019212,
1,blend_soft_all_r8_l1_p1_0.30,2644,0.063921301,
1,blend_soft_all_r8_l1_p1_0.40,2644,0.063908325,
1,blend_soft_all_r8_l1_p1_0.50,2644,0.063980335,
1,soft_all_r8_l1_p2,2644,0.065822098,
1,blend_soft_all_r8_l1_p2_0.20,2644,0.063971128,
1,blend_soft_all_r8_l1_p2_0.30,2644,0.063866894,
1,blend_soft_all_r8_l1_p2_0.40,2644,0.063859551,
1,blend_soft_all_r8_l1_p2_0.50,2644,0.063949134,
1,soft_all_r8_l1_p4,2644,0.066193182,
1,blend_soft_all_r8_l1_p4_0.20,2644,0.063972948,
1,blend_soft_all_r8_l1_p4_0.30,2644,0.063883666,
1,blend_soft_all_r8_l1_p4_0.40,2644,0.063900630,
1,blend_soft_all_r8_l1_p4_0.50,2644,0.064023754,
1,soft_crop_r16_l0_p1,2644,0.065512719,
1,blend_soft_crop_r16_l0_p1_0.20,2644,0.063868500,
1,blend_soft_crop_r16_l0_p1_0.30,2644,0.063719986,
1,blend_soft_crop_r16_l0_p1_0.40,2644,0.063673380,
1,blend_soft_crop_r16_l0_p1_0.50,2644,0.063728906,
1,soft_crop_r16_l0_p2,2644,0.065866988,
1,blend_soft_crop_r16_l0_p2_0.20,2644,0.063902776,
1,blend_soft_crop_r16_l0_p2_0.30,2644,0.063778758,
1,blend_soft_crop_r16_l0_p2_0.40,2644,0.063761453,
1,blend_soft_crop_r16_l0_p2_0.50,2644,0.063850946,
1,soft_crop_r16_l0_p4,2644,0.066296985,
1,blend_soft_crop_r16_l0_p4_0.20,2644,0.063947374,
1,blend_soft_crop_r16_l0_p4_0.30,2644,0.063854089,
1,blend_soft_crop_r16_l0_p4_0.40,2644,0.063872988,
1,blend_soft_crop_r16_l0_p4_0.50,2644,0.064003969,
1,soft_crop_r16_l0.25_p1,2644,0.065431671,
1,blend_soft_crop_r16_l0.25_p1_0.20,2644,0.063902798,
1,blend_soft_crop_r16_l0.25_p1_0.30,2644,0.063761981,
1,blend_soft_crop_r16_l0.25_p1_0.40,2644,0.063716649,
1,blend_soft_crop_r16_l0.25_p1_0.50,2644,0.063767004,
1,soft_crop_r16_l0.25_p2,2644,0.065831543,
1,blend_soft_crop_r16_l0.25_p2_0.20,2644,0.063906501,
1,blend_soft_crop_r16_l0.25_p2_0.30,2644,0.063782285,
1,blend_soft_crop_r16_l0.25_p2_0.40,2644,0.063763392,
1,blend_soft_crop_r16_l0.25_p2_0.50,2644,0.063849918,
1,soft_crop_r16_l0.25_p4,2644,0.066258667,
1,blend_soft_crop_r16_l0.25_p4_0.20,2644,0.063946080,
1,blend_soft_crop_r16_l0.25_p4_0.30,2644,0.063850898,
1,blend_soft_crop_r16_l0.25_p4_0.40,2644,0.063867069,
1,blend_soft_crop_r16_l0.25_p4_0.50,2644,0.063994510,
1,soft_crop_r16_l1_p1,2644,0.065397621,
1,blend_soft_crop_r16_l1_p1_0.20,2644,0.063967066,
1,blend_soft_crop_r16_l1_p1_0.30,2644,0.063845198,
1,blend_soft_crop_r16_l1_p1_0.40,2644,0.063809817,
1,blend_soft_crop_r16_l1_p1_0.50,2644,0.063861068,
1,soft_crop_r16_l1_p2,2644,0.065744005,
1,blend_soft_crop_r16_l1_p2_0.20,2644,0.063937114,
1,blend_soft_crop_r16_l1_p2_0.30,2644,0.063819155,
1,blend_soft_crop_r16_l1_p2_0.40,2644,0.063800383,
1,blend_soft_crop_r16_l1_p2_0.50,2644,0.063880884,
1,soft_crop_r16_l1_p4,2644,0.066148464,
1,blend_soft_crop_r16_l1_p4_0.20,2644,0.063951126,
1,blend_soft_crop_r16_l1_p4_0.30,2644,0.063853245,
1,blend_soft_crop_r16_l1_p4_0.40,2644,0.063863223,
1,blend_soft_crop_r16_l1_p4_0.50,2644,0.063981009,
1,soft_all_r16_l0_p1,2644,0.066344881,
1,blend_soft_all_r16_l0_p1_0.20,2644,0.064132514,
1,blend_soft_all_r16_l0_p1_0.30,2644,0.064099189,
1,blend_soft_all_r16_l0_p1_0.40,2644,0.064155772,
1,blend_soft_all_r16_l0_p1_0.50,2644,0.064302025,
1,soft_all_r16_l0_p2,2644,0.066697147,
1,blend_soft_all_r16_l0_p2_0.20,2644,0.064163883,
1,blend_soft_all_r16_l0_p2_0.30,2644,0.064154078,
1,blend_soft_all_r16_l0_p2_0.40,2644,0.064239290,
1,blend_soft_all_r16_l0_p2_0.50,2644,0.064419144,
1,soft_all_r16_l0_p4,2644,0.067101730,
1,blend_soft_all_r16_l0_p4_0.20,2644,0.064190925,
1,blend_soft_all_r16_l0_p4_0.30,2644,0.064205384,
1,blend_soft_all_r16_l0_p4_0.40,2644,0.064321895,
1,blend_soft_all_r16_l0_p4_0.50,2644,0.064539906,
1,soft_all_r16_l0.25_p1,2644,0.066271464,
1,blend_soft_all_r16_l0.25_p1_0.20,2644,0.064137925,
1,blend_soft_all_r16_l0.25_p1_0.30,2644,0.064103446,
1,blend_soft_all_r16_l0.25_p1_0.40,2644,0.064156297,
1,blend_soft_all_r16_l0.25_p1_0.50,2644,0.064296262,
1,soft_all_r16_l0.25_p2,2644,0.066647336,
1,blend_soft_all_r16_l0.25_p2_0.20,2644,0.064159957,
1,blend_soft_all_r16_l0.25_p2_0.30,2644,0.064146982,
1,blend_soft_all_r16_l0.25_p2_0.40,2644,0.064228237,
1,blend_soft_all_r16_l0.25_p2_0.50,2644,0.064403365,
1,soft_all_r16_l0.25_p4,2644,0.067034155,
1,blend_soft_all_r16_l0.25_p4_0.20,2644,0.064182606,
1,blend_soft_all_r16_l0.25_p4_0.30,2644,0.064191820,
1,blend_soft_all_r16_l0.25_p4_0.40,2644,0.064302394,
1,blend_soft_all_r16_l0.25_p4_0.50,2644,0.064513807,
1,soft_all_r16_l1_p1,2644,0.066162509,
1,blend_soft_all_r16_l1_p1_0.20,2644,0.064149072,
1,blend_soft_all_r16_l1_p1_0.30,2644,0.064113865,
1,blend_soft_all_r16_l1_p1_0.40,2644,0.064161769,
1,blend_soft_all_r16_l1_p1_0.50,2644,0.064292599,
1,soft_all_r16_l1_p2,2644,0.066522183,
1,blend_soft_all_r16_l1_p2_0.20,2644,0.064153207,
1,blend_soft_all_r16_l1_p2_0.30,2644,0.064133248,
1,blend_soft_all_r16_l1_p2_0.40,2644,0.064205145,
1,blend_soft_all_r16_l1_p2_0.50,2644,0.064368589,
1,soft_all_r16_l1_p4,2644,0.066894157,
1,blend_soft_all_r16_l1_p4_0.20,2644,0.064165650,
1,blend_soft_all_r16_l1_p4_0.30,2644,0.064164089,
1,blend_soft_all_r16_l1_p4_0.40,2644,0.064262419,
1,blend_soft_all_r16_l1_p4_0.50,2644,0.064460184,
1,soft_crop_r32_l0_p1,2644,0.065333124,
1,blend_soft_crop_r32_l0_p1_0.20,2644,0.063845968,
1,blend_soft_crop_r32_l0_p1_0.30,2644,0.063683422,
1,blend_soft_crop_r32_l0_p1_0.40,2644,0.063621008,
1,blend_soft_crop_r32_l0_p1_0.50,2644,0.063659020,
1,soft_crop_r32_l0_p2,2644,0.065566697,
1,blend_soft_crop_r32_l0_p2_0.20,2644,0.063855825,
1,blend_soft_crop_r32_l0_p2_0.30,2644,0.063705393,
1,blend_soft_crop_r32_l0_p2_0.40,2644,0.063659865,
1,blend_soft_crop_r32_l0_p2_0.50,2644,0.063719467,
1,soft_crop_r32_l0_p4,2644,0.065854219,
1,blend_soft_crop_r32_l0_p4_0.20,2644,0.063865808,
1,blend_soft_crop_r32_l0_p4_0.30,2644,0.063729645,
1,blend_soft_crop_r32_l0_p4_0.40,2644,0.063704550,
1,blend_soft_crop_r32_l0_p4_0.50,2644,0.063790656,
1,soft_crop_r32_l0.25_p1,2644,0.065262537,
1,blend_soft_crop_r32_l0.25_p1_0.20,2644,0.063870726,
1,blend_soft_crop_r32_l0.25_p1_0.30,2644,0.063713287,
1,blend_soft_crop_r32_l0.25_p1_0.40,2644,0.063651034,
1,blend_soft_crop_r32_l0.25_p1_0.50,2644,0.063684246,
1,soft_crop_r32_l0.25_p2,2644,0.065537056,
1,blend_soft_crop_r32_l0.25_p2_0.20,2644,0.063858388,
1,blend_soft_crop_r32_l0.25_p2_0.30,2644,0.063707621,
1,blend_soft_crop_r32_l0.25_p2_0.40,2644,0.063660669,
1,blend_soft_crop_r32_l0.25_p2_0.50,2644,0.063717763,
1,soft_crop_r32_l0.25_p4,2644,0.065833348,
1,blend_soft_crop_r32_l0.25_p4_0.20,2644,0.063867559,
1,blend_soft_crop_r32_l0.25_p4_0.30,2644,0.063731138,
1,blend_soft_crop_r32_l0.25_p4_0.40,2644,0.063705025,
1,blend_soft_crop_r32_l0.25_p4_0.50,2644,0.063789355,
1,soft_crop_r32_l1_p1,2644,0.065224383,
1,blend_soft_crop_r32_l1_p1_0.20,2644,0.063925379,
1,blend_soft_crop_r32_l1_p1_0.30,2644,0.063783722,
1,blend_soft_crop_r32_l1_p1_0.40,2644,0.063729371,
1,blend_soft_crop_r32_l1_p1_0.50,2644,0.063762550,
1,soft_crop_r32_l1_p2,2644,0.065443718,
1,blend_soft_crop_r32_l1_p2_0.20,2644,0.063875105,
1,blend_soft_crop_r32_l1_p2_0.30,2644,0.063726016,
1,blend_soft_crop_r32_l1_p2_0.40,2644,0.063676222,
1,blend_soft_crop_r32_l1_p2_0.50,2644,0.063725956,
1,soft_crop_r32_l1_p4,2644,0.065767781,
1,blend_soft_crop_r32_l1_p4_0.20,2644,0.063871722,
1,blend_soft_crop_r32_l1_p4_0.30,2644,0.063734076,
1,blend_soft_crop_r32_l1_p4_0.40,2644,0.063704514,
1,blend_soft_crop_r32_l1_p4_0.50,2644,0.063783187,
1,soft_all_r32_l0_p1,2644,0.066391294,
1,blend_soft_all_r32_l0_p1_0.20,2644,0.064179158,
1,blend_soft_all_r32_l0_p1_0.30,2644,0.064162234,
1,blend_soft_all_r32_l0_p1_0.40,2644,0.064230495,
1,blend_soft_all_r32_l0_p1_0.50,2644,0.064383670,
1,soft_all_r32_l0_p2,2644,0.066639858,
1,blend_soft_all_r32_l0_p2_0.20,2644,0.064175583,
1,blend_soft_all_r32_l0_p2_0.30,2644,0.064167203,
1,blend_soft_all_r32_l0_p2_0.40,2644,0.064250874,
1,blend_soft_all_r32_l0_p2_0.50,2644,0.064426237,
1,soft_all_r32_l0_p4,2644,0.067127156,
1,blend_soft_all_r32_l0_p4_0.20,2644,0.064194714,
1,blend_soft_all_r32_l0_p4_0.30,2644,0.064211352,
1,blend_soft_all_r32_l0_p4_0.40,2644,0.064330219,
1,blend_soft_all_r32_l0_p4_0.50,2644,0.064550751,
1,soft_all_r32_l0.25_p1,2644,0.066361193,
1,blend_soft_all_r32_l0.25_p1_0.20,2644,0.064185726,
1,blend_soft_all_r32_l0.25_p1_0.30,2644,0.064169689,
1,blend_soft_all_r32_l0.25_p1_0.40,2644,0.064237229,
1,blend_soft_all_r32_l0.25_p1_0.50,2644,0.064388083,
1,soft_all_r32_l0.25_p2,2644,0.066609367,
1,blend_soft_all_r32_l0.25_p2_0.20,2644,0.064173510,
1,blend_soft_all_r32_l0.25_p2_0.30,2644,0.064163295,
1,blend_soft_all_r32_l0.25_p2_0.40,2644,0.064244606,
1,blend_soft_all_r32_l0.25_p2_0.50,2644,0.064417098,
1,soft_all_r32_l0.25_p4,2644,0.067086879,
1,blend_soft_all_r32_l0.25_p4_0.20,2644,0.064190145,
1,blend_soft_all_r32_l0.25_p4_0.30,2644,0.064203779,
1,blend_soft_all_r32_l0.25_p4_0.40,2644,0.064319179,
1,blend_soft_all_r32_l0.25_p4_0.50,2644,0.064535799,
1,soft_all_r32_l1_p1,2644,0.066309725,
1,blend_soft_all_r32_l1_p1_0.20,2644,0.064195707,
1,blend_soft_all_r32_l1_p1_0.30,2644,0.064180797,
1,blend_soft_all_r32_l1_p1_0.40,2644,0.064246874,
1,blend_soft_all_r32_l1_p1_0.50,2644,0.064393687,
1,soft_all_r32_l1_p2,2644,0.066538380,
1,blend_soft_all_r32_l1_p2_0.20,2644,0.064173237,
1,blend_soft_all_r32_l1_p2_0.30,2644,0.064160174,
1,blend_soft_all_r32_l1_p2_0.40,2644,0.064236841,
1,blend_soft_all_r32_l1_p2_0.50,2644,0.064402916,
1,soft_all_r32_l1_p4,2644,0.066992507,
1,blend_soft_all_r32_l1_p4_0.20,2644,0.064181768,
1,blend_soft_all_r32_l1_p4_0.30,2644,0.064189090,
1,blend_soft_all_r32_l1_p4_0.40,2644,0.064296799,
1,blend_soft_all_r32_l1_p4_0.50,2644,0.064504392,
1,baseline,2644,0.064467955,all
1,baseline,1888,0.068016866,history
1,baseline,756,0.054606951,2025
1,baseline,2267,0.066470303,new
1,baseline,377,0.050789140,shared
1,baseline,1706,0.058550578,near
1,baseline,441,0.076887099,mid
1,baseline,497,0.071394398,far_or_none
1,baseline,1181,0.071999526,source_s2
1,baseline,1002,0.054415206,source_landsat
1,baseline,461,0.064192194,source_modis
1,blend_post_mode_0.40,2644,0.064421819,all
1,blend_post_mode_0.40,1888,0.067840115,history
1,blend_post_mode_0.40,756,0.054964451,2025
1,blend_post_mode_0.40,2267,0.066372140,new
1,blend_post_mode_0.40,377,0.051149254,shared
1,blend_post_mode_0.40,1706,0.058563548,near
1,blend_post_mode_0.40,441,0.076504589,mid
1,blend_post_mode_0.40,497,0.071500868,far_or_none
1,blend_post_mode_0.40,1181,0.071856067,source_s2
1,blend_post_mode_0.40,1002,0.054987014,source_landsat
1,blend_post_mode_0.40,461,0.063272678,source_modis
1,blend_crop_hier_n1_p67_0.40,2644,0.063106804,all
1,blend_crop_hier_n1_p67_0.40,1888,0.066668548,history
1,blend_crop_hier_n1_p67_0.40,756,0.053180119,2025
1,blend_crop_hier_n1_p67_0.40,2267,0.065125446,new
1,blend_crop_hier_n1_p67_0.40,377,0.049253480,shared
1,blend_crop_hier_n1_p67_0.40,1706,0.056593198,near
1,blend_crop_hier_n1_p67_0.40,441,0.075853432,mid
1,blend_crop_hier_n1_p67_0.40,497,0.071323880,far_or_none
1,blend_crop_hier_n1_p67_0.40,1181,0.071137794,source_s2
1,blend_crop_hier_n1_p67_0.40,1002,0.052807125,source_landsat
1,blend_crop_hier_n1_p67_0.40,461,0.061769389,source_modis
1,blend_soft_all_r1_l0_p4_0.40,2644,0.063306834,all
1,blend_soft_all_r1_l0_p4_0.40,1888,0.066846856,history
1,blend_soft_all_r1_l0_p4_0.40,756,0.053451911,2025
1,blend_soft_all_r1_l0_p4_0.40,2267,0.065338953,new
1,blend_soft_all_r1_l0_p4_0.40,377,0.049353281,shared
1,blend_soft_all_r1_l0_p4_0.40,1706,0.056799206,near
1,blend_soft_all_r1_l0_p4_0.40,441,0.076246901,mid
1,blend_soft_all_r1_l0_p4_0.40,497,0.071332531,far_or_none
1,blend_soft_all_r1_l0_p4_0.40,1181,0.070980180,source_s2
