_row,anon_polygon_id,date,n16_c60_r125_k2,n16_c60_r125_k3,n16_c80_r125_k2,n16_c80_r125_k3,n12_c60_r125_k2,n8_c80_r125_k3
27926,AOI-0044,2019-06-12,0.39887749,0.34527806,0.44357534,0.44357534,0.39887749,0.44357534
27934,AOI-0044,2019-06-20,0.27893776,0.27329281,0.27893776,0.27893776,0.27893776,0.27535936
27988,AOI-0044,2019-08-13,0.29774387,0.29353024,0.29774387,0.29774387,0.29774387,0.28714373
28016,AOI-0044,2019-09-10,0.18884507,0.19413850,0.18884507,0.18884507,0.18884507,0.18884507
28021,AOI-0044,2019-09-15,0.16916542,0.16916542,0.16916542,0.16916542,0.16916542,0.17295828
28022,AOI-0044,2019-09-16,0.22032753,0.22032753,0.19798062,0.19798062,0.22032753,0.19798062
28046,AOI-0044,2019-10-10,0.22689988,0.25191613,0.22689988,0.22689988,0.22689988,0.22689988
28083,AOI-0044,2020-04-17,0.23657802,0.23843769,0.21020060,0.21020060,0.23657802,0.21020060
28088,AOI-0044,2020-04-22,0.25261596,0.23664228,0.23774848,0.23774848,0.25261596,0.23774848
28113,AOI-0044,2020-05-17,0.23781526,0.23819164,0.25527353,0.25527353,0.23781526,0.25527353
28157,AOI-0044,2020-06-30,0.19476366,0.19074993,0.19269074,0.19269074,0.19476366,0.19269074
28198,AOI-0044,2020-08-10,0.14432110,0.14811375,0.14016534,0.14016534,0.14432110,0.14016534
28228,AOI-0044,2020-09-09,0.14942398,0.15801977,0.15437770,0.15437770,0.14942398,0.15437770
28229,AOI-0044,2020-09-10,0.14428936,0.14911935,0.14381428,0.14381428,0.14428936,0.14381428
28245,AOI-0044,2020-09-26,0.13913977,0.13990460,0.13211330,0.13211330,0.13913977,0.13211330
28248,AOI-0044,2020-09-29,0.15412984,0.15859462,0.15280869,0.15280869,0.15412984,0.15280869
28263,AOI-0044,2020-10-14,0.15818291,0.15818291,0.15818291,0.15818291,0.15818291,0.15818291
28270,AOI-0044,2020-10-21,0.16097995,0.16097995,0.14724747,0.14724747,0.16097995,0.14724747
28321,AOI-0044,2021-05-12,0.72744448,0.72744448,0.72744448,0.72744448,0.72744448,0.72744448
28326,AOI-0044,2021-05-17,,,,,,
28334,AOI-0044,2021-05-25,,,,,,
28386,AOI-0044,2021-07-16,0.16239802,0.16239802,0.16239802,0.16239802,0.16239802,0.16239802
28391,AOI-0044,2021-07-21,0.18562969,0.18562969,0.18562969,0.18562969,0.18562969,0.18562969
28462,AOI-0044,2021-09-30,0.27731869,0.27731869,0.27731869,0.27731869,0.27731869,0.27731869
28469,AOI-0044,2021-10-07,0.15737778,0.15737778,0.15737778,0.15737778,0.15737778,0.15737778
28549,AOI-0044,2022-05-27,0.61866664,0.61866664,0.61866664,0.61866664,0.61866664,0.61866664
28559,AOI-0044,2022-06-06,0.68690647,0.68690647,0.68690647,0.68690647,0.68690647,0.68690647
28565,AOI-0044,2022-06-12,0.60196888,0.60196888,0.60196888,0.60196888,0.60196888,0.60196888
28590,AOI-0044,2022-07-07,0.23499736,0.23499736,0.23499736,0.23499736,0.23499736,0.23499736
28624,AOI-0044,2022-08-10,0.20933031,0.20245920,0.20933031,0.20245920,0.20933031,0.20245920
28627,AOI-0044,2022-08-13,0.15233089,0.16265339,0.15233089,0.16265339,0.15233089,0.16265339
28638,AOI-0044,2022-08-24,0.20585318,0.20585318,0.20585318,0.20585318,0.20585318,0.20585318
28670,AOI-0044,2022-09-25,0.22151297,0.22151297,0.22151297,0.22151297,0.22151297,0.22151297
28675,AOI-0044,2022-09-30,0.23548329,0.23348011,0.23548329,0.23348011,0.23548329,0.23348011
28707,AOI-0044,2023-04-02,,,,,,
28712,AOI-0044,2023-04-07,,,,,,
28772,AOI-0044,2023-06-06,0.26723402,0.26723402,0.26723402,0.26723402,0.26723402,0.26723402
28796,AOI-0044,2023-06-30,0.26809553,0.26809553,0.26809553,0.26809553,0.26809553,0.26809553
28801,AOI-0044,2023-07-05,,,,,,
28805,AOI-0044,2023-07-09,,,,,,
28807,AOI-0044,2023-07-11,,,,,,
28812,AOI-0044,2023-07-16,0.23263487,0.23263487,0.23263487,0.23263487,0.23263487,0.23263487
28821,AOI-0044,2023-07-25,,,,,,
28832,AOI-0044,2023-08-05,,,,,,
28852,AOI-0044,2023-08-25,0.20306923,0.20306923,0.20306923,0.20306923,0.20306923,0.20306923
28888,AOI-0044,2023-09-30,,,,,,
28902,AOI-0044,2023-10-14,,,,,,
28924,AOI-0044,2024-04-06,0.80993404,0.79774716,0.80993404,0.79774716,0.84782357,0.82278635
28932,AOI-0044,2024-04-14,0.80369152,0.77309806,0.80369152,0.77309806,0.78878124,0.80086223
28984,AOI-0044,2024-06-05,0.65456964,0.65456964,0.65456964,0.65456964,0.65456964,0.65456964
29077,AOI-0044,2024-09-06,0.15896945,0.15896945,0.15896945,0.15896945,0.15317247,0.14582989
29092,AOI-0044,2024-09-21,0.14509269,0.14769377,0.14509269,0.14769377,0.12384279,0.13797898
29133,AOI-0044,2025-04-02,0.22526869,0.22416454,0.22983352,0.22983352,0.22526869,0.22983352
29181,AOI-0044,2025-05-20,0.22205169,0.21737988,0.22285610,0.22285610,0.22205169,0.22285610
29228,AOI-0044,2025-07-06,0.21368749,0.21532430,0.21673895,0.21673895,0.21368749,0.21673895
29232,AOI-0044,2025-07-10,0.15778992,0.16071733,0.15151532,0.15151532,0.15778992,0.15151532
29267,AOI-0044,2025-08-14,0.14513288,0.15057090,0.15066598,0.15066598,0.14513288,0.15066598
29307,AOI-0044,2025-09-23,0.15621985,0.15761569,0.16556800,0.16556800,0.15621985,0.16556800
29317,AOI-0044,2025-10-03,0.16125965,0.16556594,0.16376646,0.16376646,0.16125965,0.16376646
29329,AOI-0044,2025-10-15,0.16186087,0.16186087,,,0.16186087,
29370,AOI-0045,2025-04-26,0.18811143,0.18811143,0.18811143,0.18811143,0.18811143,0.18811143
29420,AOI-0045,2025-06-15,0.16705032,0.16705032,0.15381112,0.15381112,0.16705032,0.15381112
29432,AOI-0045,2025-06-27,0.16672444,0.16871876,0.16672444,0.16672444,0.16672444,0.16672444
29434,AOI-0045,2025-06-29,0.21575669,0.21575669,0.22246835,0.22246835,0.21575669,0.22246835
29466,AOI-0045,2025-07-31,0.19582598,0.19582598,0.19582598,0.19582598,0.19582598,0.19582598
29479,AOI-0045,2025-08-13,0.21576791,0.20745414,0.21576791,0.21163155,0.21576791,0.21163155
29481,AOI-0045,2025-08-15,0.19276198,0.18919650,0.19276198,0.19276198,0.19276198,0.19276198
29482,AOI-0045,2025-08-16,0.13648132,0.13982230,0.13648132,0.13648132,0.13648132,0.13648132
29527,AOI-0045,2025-09-30,0.21790273,0.20965280,0.21790273,0.21790273,0.21790273,0.21790273
29542,AOI-0045,2025-10-15,0.16221182,0.16221182,,,0.16221182,
29644,AOI-0046,2010-06-26,,,,,,
29660,AOI-0046,2010-07-12,,,,,,
29724,AOI-0046,2010-09-14,,,,,,
29830,AOI-0046,2011-05-30,0.43752083,0.43752083,,,0.43752083,
29909,AOI-0046,2011-08-17,0.23327814,0.23327814,,,0.23327814,
30005,AOI-0046,2012-04-22,,,,,0.38542019,
30012,AOI-0046,2012-04-29,,,,,0.38653952,
30053,AOI-0046,2012-06-09,,,,,0.39580621,
30221,AOI-0046,2013-04-25,,,,,,
30235,AOI-0046,2013-05-09,,,,,0.35459804,
30268,AOI-0046,2013-06-11,,,,,0.35529755,
30284,AOI-0046,2013-06-27,0.30859818,0.30859818,,,0.32533668,
30308,AOI-0046,2013-07-21,0.44476220,0.44476220,,,0.38455747,
30315,AOI-0046,2013-07-28,,,,,0.31592270,
30317,AOI-0046,2013-07-30,,,,,,
30464,AOI-0046,2014-05-25,0.60778444,0.64317362,0.60778444,0.64317362,0.60778444,0.64328216
30468,AOI-0046,2014-05-29,0.76182757,0.74861498,0.76182757,0.74861498,0.76182757,0.74861498
30501,AOI-0046,2014-07-01,0.26549661,0.24742618,0.26549661,0.24742618,0.26549661,0.24742618
30512,AOI-0046,2014-07-12,0.26680481,0.26946419,0.26680481,0.26946419,0.26680481,0.26837634
30532,AOI-0046,2014-08-01,0.20490321,0.20196639,0.20490321,0.20196639,0.20490321,0.20196639
30556,AOI-0046,2014-08-25,0.15584743,0.15117406,0.15584743,0.15117406,0.15584743,0.15117406
30581,AOI-0046,2014-09-19,0.17307362,0.17307362,0.17307362,0.17307362,0.17307362,0.17307362
30669,AOI-0046,2015-05-17,0.29970494,0.29970494,,,0.29970494,
30725,AOI-0046,2015-07-12,0.30901828,0.29703726,,,0.30901828,
30797,AOI-0046,2015-09-22,0.20741303,0.20741303,,,0.20741303,
30821,AOI-0046,2015-10-16,0.26001191,0.26001191,,,0.26001191,
30867,AOI-0046,2016-05-02,0.81420619,0.81420619,0.81420619,0.81420619,0.81420619,0.81420619
30875,AOI-0046,2016-05-10,0.90957523,0.90957523,0.90957523,0.90957523,0.90957523,0.90957523
30883,AOI-0046,2016-05-18,0.82892079,0.84636111,0.82892079,0.84636111,0.82892079,0.84636111
30899,AOI-0046,2016-06-03,0.76376785,0.77561959,0.76376785,0.77561959,0.76376785,0.77561959
30905,AOI-0046,2016-06-09,0.67768906,0.66662066,0.67768906,0.66662066,0.67768906,0.66662066
30939,AOI-0046,2016-07-13,0.24062550,0.24062550,0.24062550,0.24062550,0.24062550,0.24062550
30956,AOI-0046,2016-07-30,0.33550941,0.33550941,0.33550941,0.33550941,0.33550941,0.33550941
31020,AOI-0046,2016-10-02,0.29028875,0.29028875,0.29028875,0.29028875,0.29028875,0.29028875
31035,AOI-0046,2016-10-17,0.27838929,0.27525423,0.27838929,0.27525423,0.27838929,0.27525423
31043,AOI-0046,2016-10-25,0.26502204,0.25363941,0.26502204,0.25363941,0.26502204,0.25363941
31061,AOI-0046,2017-04-13,0.37276081,0.43220789,0.37276081,0.43220789,0.37276081,0.43220789
31136,AOI-0046,2017-06-27,,,,,,
31141,AOI-0046,2017-07-02,0.29535465,0.29506826,0.29535465,0.29506826,0.29535465,0.29506826
31163,AOI-0046,2017-07-24,0.25404938,0.26557918,0.25404938,0.26557918,0.25404938,0.26557918
31179,AOI-0046,2017-08-09,0.19591606,0.19355489,0.19591606,0.19355489,0.19591606,0.19355489
31191,AOI-0046,2017-08-21,0.20112211,0.20545310,0.20112211,0.20545310,0.20112211,0.20545310
31211,AOI-0046,2017-09-10,0.25950755,0.25675134,0.25950755,0.25675134,0.25950755,0.25675134
31216,AOI-0046,2017-09-15,0.32500352,0.29608074,0.32500352,0.29608074,0.32500352,0.29608074
31243,AOI-0046,2017-10-12,0.35936374,0.33879033,0.35936374,0.33879033,0.35936374,0.33879033
31300,AOI-0046,2018-05-09,,,,,,
31323,AOI-0046,2018-06-01,0.20687155,0.20687155,,,0.20687155,
31372,AOI-0046,2018-07-20,0.18496736,0.18496736,,,0.18496736,
31403,AOI-0046,2018-08-20,0.15855881,0.15855881,,,0.15855881,
31412,AOI-0046,2018-08-29,0.15604202,0.15604202,,,0.15604202,
31459,AOI-0046,2018-10-15,0.19956082,0.19956082,,,0.19956082,
31468,AOI-0046,2018-10-24,,,,,,
31475,AOI-0046,2019-04-01,0.26098484,0.24308060,0.26098484,0.24308060,0.26098484,0.24308060
31492,AOI-0046,2019-04-18,0.55294669,0.49523074,0.55294669,0.49523074,0.55294669,0.49523074
31523,AOI-0046,2019-05-19,0.77060617,0.76006692,0.77060617,0.76006692,0.77060617,0.76006692
31597,AOI-0046,2019-08-01,0.31157807,0.30020295,0.31157807,0.30020295,0.31157807,0.30020295
31628,AOI-0046,2019-09-01,0.21648601,0.21890602,0.21648601,0.21648601,0.21648601,0.21648601
31677,AOI-0046,2019-10-20,0.34455308,0.29591950,0.34455308,0.29591950,0.34455308,0.29591950
31691,AOI-0046,2020-04-04,0.49738509,0.49738509,0.49738509,0.49738509,0.49738509,0.49738509
31694,AOI-0046,2020-04-07,0.82035696,0.79631118,0.82035696,0.79631118,0.82035696,0.79631118
31725,AOI-0046,2020-05-08,0.86957600,0.86286547,0.86957600,0.86286547,0.86957600,0.86286547
31741,AOI-0046,2020-05-24,0.84025056,0.79955146,0.84025056,0.79955146,0.84025056,0.79955146
31757,AOI-0046,2020-06-09,0.77141284,0.77782397,0.77141284,0.77782397,0.77141284,0.77782397
31850,AOI-0046,2020-09-10,0.13514729,0.13811805,0.13514729,0.13811805,0.13514729,0.13811805
31853,AOI-0046,2020-09-13,0.22564848,0.22187096,0.22564848,0.22187096,0.22564848,0.22187096
31866,AOI-0046,2020-09-26,0.09966628,0.10250010,0.09966628,0.10250010,0.09966628,0.10250010
31891,AOI-0046,2020-10-21,0.31687014,0.31687014,0.31687014,0.31687014,0.31687014,0.31687014
31932,AOI-0046,2021-05-02,,,,,,
31955,AOI-0046,2021-05-25,,,,,,
32002,AOI-0046,2021-07-11,,,,,,
32019,AOI-0046,2021-07-28,,,,,,
32035,AOI-0046,2021-08-13,,,,,,
32042,AOI-0046,2021-08-20,,,,,,
32051,AOI-0046,2021-08-29,,,,,,
32059,AOI-0046,2021-09-06,,,,,,
32179,AOI-0046,2022-06-05,,,,,,
32228,AOI-0046,2022-07-24,,,,,,
32233,AOI-0046,2022-07-29,,,,,,
32234,AOI-0046,2022-07-30,,,,,,
32259,AOI-0046,2022-08-24,,,,,,
32265,AOI-0046,2022-08-30,,,,,,
32328,AOI-0046,2023-04-02,0.57173644,0.57173644,0.57173644,0.57173644,0.57173644,0.57173644
32355,AOI-0046,2023-04-29,,,,,,
32362,AOI-0046,2023-05-06,0.77725478,0.75718285,0.77725478,0.75718285,0.77725478,0.75718285
32408,AOI-0046,2023-06-21,0.62692616,0.62692616,0.62692616,0.62692616,0.62692616,0.62692616
32411,AOI-0046,2023-06-24,0.53738993,0.53738993,0.53738993,0.53738993,0.53738993,0.53738993
32439,AOI-0046,2023-07-22,,,,,,
32442,AOI-0046,2023-07-25,0.29307871,0.29307871,0.29307871,0.29307871,0.29307871,0.29307871
32461,AOI-0046,2023-08-13,0.06924861,0.08236751,0.06924861,0.08236751,0.06924861,0.08236751
32466,AOI-0046,2023-08-18,0.10798569,0.11668726,0.10798569,0.11668726,0.10798569,0.11668726
32473,AOI-0046,2023-08-25,0.16114163,0.16114163,0.16114163,0.16114163,0.16114163,0.16114163
32475,AOI-0046,2023-08-27,,,,,,
32476,AOI-0046,2023-08-28,0.11648782,0.12452052,0.11648782,0.12452052,0.11648782,0.12452052
32522,AOI-0046,2023-10-13,0.27698521,0.27698521,0.27698521,0.27698521,0.27698521,0.27698521
32538,AOI-0046,2023-10-29,0.31239000,0.31239000,0.31239000,0.31239000,0.31239000,0.31239000
32545,AOI-0046,2024-04-06,0.80583441,0.79992864,0.80583441,0.79992864,0.80583441,0.83155656
32577,AOI-0046,2024-05-08,0.87582027,0.87582027,0.87582027,0.87582027,0.87582027,0.89406459
32578,AOI-0046,2024-05-09,0.89233203,0.89233203,0.89233203,0.89233203,0.89233203,0.90406078
32601,AOI-0046,2024-06-01,0.68465767,0.68465767,0.68465767,0.68465767,0.68465767,0.68465767
32609,AOI-0046,2024-06-09,0.55372478,0.52489926,0.55372478,0.52489926,0.55372478,0.55643055
32633,AOI-0046,2024-07-03,0.21413584,0.20206925,0.21413584,0.20206925,0.21413584,0.21263616
32649,AOI-0046,2024-07-19,0.20567258,0.20800917,0.20567258,0.20800917,0.20567258,0.20800917
32670,AOI-0046,2024-08-09,0.13813064,0.14164787,0.13813064,0.14164787,0.13813064,0.14164787
32681,AOI-0046,2024-08-20,0.19910230,0.20518401,0.19910230,0.20518401,0.19910230,0.20518401
32689,AOI-0046,2024-08-28,0.20455611,0.20933790,0.20455611,0.20933790,0.20455611,0.20429683
32705,AOI-0046,2024-09-13,0.14814775,0.15031077,0.14814775,0.15031077,0.14814775,0.16020635
32714,AOI-0046,2024-09-22,0.19969219,0.19969219,0.19969219,0.19969219,0.19969219,0.19969219
32735,AOI-0046,2024-10-13,0.16017700,0.16017700,0.16017700,0.16017700,0.16017700,0.16017700
32843,AOI-0046,2025-06-30,0.54968848,0.58762635,0.54968848,0.58762635,0.54968848,0.58762635
32858,AOI-0046,2025-07-15,0.53251725,0.49328016,0.53251725,0.49328016,0.53251725,0.49328016
32881,AOI-0046,2025-08-07,0.27782855,0.31514277,0.32491382,0.35766398,0.27782855,0.35766398
32889,AOI-0046,2025-08-15,0.38779366,0.38616911,0.38779366,0.38616911,0.38779366,0.38616911
32929,AOI-0046,2025-09-24,0.23134610,0.23650953,0.23134610,0.23650953,0.23134610,0.23650953
32937,AOI-0046,2025-10-02,0.24679431,0.24708160,0.24679431,0.24708160,0.24679431,0.24708160
33003,AOI-0047,2025-05-08,0.82615385,0.80407938,0.82615385,0.80407938,0.82615385,0.80407938
33011,AOI-0047,2025-05-16,0.84290249,0.85151106,0.84290249,0.85151106,0.84290249,0.85151106
33020,AOI-0047,2025-05-25,0.74266893,0.74054440,0.74266893,0.74054440,0.74266893,0.74054440
33041,AOI-0047,2025-06-15,0.33845912,0.32417873,0.33845912,0.32417873,0.33845912,0.32417873
33073,AOI-0047,2025-07-17,0.15797525,0.16625468,0.15797525,0.16625468,0.15797525,0.16625468
33074,AOI-0047,2025-07-18,0.16188870,0.16418241,0.16188870,0.16418241,0.16188870,0.16418241
33121,AOI-0047,2025-09-03,0.14615234,0.12413383,0.14615234,0.12413383,0.14615234,0.12413383
33163,AOI-0047,2025-10-15,0.16952788,0.16627703,0.16952788,0.16627703,0.16952788,0.16627703
33164,AOI-0047,2025-10-16,0.24975661,0.22527517,0.24975661,0.22527517,0.24975661,0.22527517
33185,AOI-0048,2025-04-07,0.72636157,0.72261390,0.72636157,0.72261390,0.72636157,0.72261390
33195,AOI-0048,2025-04-17,0.69196432,0.66662018,0.69196432,0.66662018,0.69196432,0.66662018
33217,AOI-0048,2025-05-09,0.73568624,0.74298309,0.73568624,0.74298309,0.73568624,0.74298309
33348,AOI-0048,2025-09-17,0.18517733,0.18411830,0.18517733,0.18411830,0.18517733,0.18411830
33355,AOI-0048,2025-09-24,0.18309576,0.18335831,0.18309576,0.18335831,0.18309576,0.18335831
33425,AOI-0049,2025-05-04,0.73125087,0.74736282,0.73125087,0.74736282,0.73125087,0.74736282
33478,AOI-0049,2025-06-26,0.32749625,0.31415716,0.32749625,0.31415716,0.32749625,0.31415716
33479,AOI-0049,2025-06-27,0.23661902,0.22690575,0.23661902,0.22690575,0.23661902,0.22690575
33511,AOI-0049,2025-07-29,0.20058947,0.19906876,0.20058947,0.19906876,0.20058947,0.19906876
33519,AOI-0049,2025-08-06,0.18371013,0.19128606,0.18371013,0.19128606,0.18371013,0.19128606
33525,AOI-0049,2025-08-12,0.17625580,0.17239915,0.17625580,0.17239915,0.17625580,0.17239915
33530,AOI-0049,2025-08-17,0.16824116,0.16526014,0.16824116,0.16526014,0.16824116,0.16526014
33550,AOI-0049,2025-09-06,0.19480965,0.17728156,0.19480965,0.17728156,0.19480965,0.17728156
33558,AOI-0049,2025-09-14,0.22852195,0.22249804,0.22852195,0.22249804,0.22852195,0.22249804
33570,AOI-0049,2025-09-26,0.17084184,0.15817678,0.17084184,0.15817678,0.17084184,0.15817678
33574,AOI-0049,2025-09-30,0.25972995,0.25640371,0.25972995,0.25640371,0.25972995,0.25640371
33582,AOI-0049,2025-10-08,0.13404875,0.15154422,0.13404875,0.15154422,0.13404875,0.15154422
33590,AOI-0049,2025-10-16,0.19346789,0.18247975,0.19346789,0.18247975,0.19346789,0.18247975
33602,AOI-0049,2025-10-28,0.13068841,0.19519044,0.13068841,0.19519044,0.13068841,0.19519044
33608,AOI-0050,2025-04-14,0.35078907,0.34357393,0.34861161,0.34861161,0.35078907,0.34861161
33609,AOI-0050,2025-04-15,,,,,,
33619,AOI-0050,2025-05-25,0.48911514,0.54178361,0.60435718,0.60435718,0.48911514,0.60435718
33627,AOI-0050,2025-06-27,0.39650087,0.42008089,0.43238924,0.43238924,0.39650087,0.43238924
33640,AOI-0050,2025-08-07,0.34735178,0.34189234,0.33066266,0.33066266,0.34735178,0.33066266
33641,AOI-0050,2025-08-09,0.32971250,0.32628446,0.30304764,0.30304764,0.32971250,0.30304764
33643,AOI-0050,2025-08-13,0.37519646,0.36993306,0.38607824,0.38607824,0.37519646,0.38607824
33644,AOI-0050,2025-08-17,0.34198914,0.34061586,0.34611104,0.34611104,0.34198914,0.34611104
33653,AOI-0050,2025-09-07,0.34060586,0.34503959,,,0.34060586,
33663,AOI-0050,2025-09-30,0.38742944,0.38427399,0.40951965,0.40951965,0.38742944,0.40951965
33666,AOI-0050,2025-10-17,0.34150225,0.34344200,0.38489162,0.38489162,0.34150225,0.38489162
33667,AOI-0050,2025-10-28,0.36388968,0.37131814,,,0.36388968,
33677,AOI-0051,2010-06-09,,,,,0.64640904,0.64640904
33705,AOI-0051,2011-06-04,,,,,0.45051037,
33706,AOI-0051,2011-06-05,0.48159271,0.53012647,0.48159271,0.53012647,0.48159271,0.53012647
33708,AOI-0051,2011-06-12,,,,,0.53996466,
33709,AOI-0051,2011-06-13,0.47681491,0.47681491,0.47681491,0.47681491,0.47681491,0.47681491
33724,AOI-0051,2011-09-01,,,,,,
33731,AOI-0051,2011-10-11,,,,,,
33737,AOI-0051,2012-04-27,,,,,0.49728046,
33741,AOI-0051,2012-05-22,,,,,0.46176647,
33752,AOI-0051,2012-08-12,,,,,0.46144699,0.59180707
33753,AOI-0051,2012-08-26,,,,,0.44058341,
33754,AOI-0051,2012-08-28,,,,,0.47438066,
33757,AOI-0051,2012-09-18,,,,,,
33759,AOI-0051,2012-10-13,,,,,0.50020508,
33768,AOI-0051,2013-05-01,0.70214247,0.70214247,0.70214247,0.70214247,0.70214247,0.70214247
33780,AOI-0051,2013-07-19,0.40461651,0.40461651,0.40461651,0.40461651,0.40461651,0.40461651
33783,AOI-0051,2013-07-28,0.40417048,0.40417048,0.40417048,0.40417048,0.40417048,0.42117695
33789,AOI-0051,2013-08-29,0.42842873,0.42842873,0.42842873,0.42842873,0.42842873,0.42987562
33794,AOI-0051,2013-10-07,0.40522850,0.40522850,0.40522850,0.40522850,0.40522850,0.40522850
33796,AOI-0051,2013-10-16,,,,,,0.72984163
33802,AOI-0051,2014-04-18,0.80004669,0.79470453,0.80004669,0.79470453,0.80004669,0.79470453
33810,AOI-0051,2014-06-05,0.65400331,0.60345351,0.65400331,0.65400331,0.65400331,0.65400331
33811,AOI-0051,2014-06-10,0.54672250,0.56685020,0.54672250,0.54672250,0.54672250,0.56028127
33815,AOI-0051,2014-06-28,0.43966409,0.43966409,0.43966409,0.43966409,0.43966409,0.43966409
33830,AOI-0051,2014-09-08,,,,,,
33832,AOI-0051,2014-09-16,0.43302114,0.43302114,0.43302114,0.43302114,0.43302114,0.43302114
33839,AOI-0051,2015-04-07,0.48437922,0.44588262,0.51485406,0.51485406,0.48437922,0.47230022
33848,AOI-0051,2015-05-23,0.42224291,0.49211803,0.51438704,0.51438704,0.42224291,0.51438704
33853,AOI-0051,2015-06-10,0.64306205,0.64749728,0.67103458,0.67103458,0.64306205,0.68656881
33854,AOI-0051,2015-06-15,,,,,,
33855,AOI-0051,2015-06-26,0.54309496,0.56555317,0.49754464,0.49754464,0.54309496,0.52534184
33871,AOI-0051,2015-09-14,0.42911357,0.42146236,0.40757338,0.40757338,0.42911357,0.46173532
33873,AOI-0051,2015-09-20,0.44523154,0.42881024,0.44818180,0.44818180,0.44523154,0.44818180
33878,AOI-0051,2015-10-06,0.31306175,0.31651954,0.36924047,0.36924047,0.31306175,0.36924047
33882,AOI-0051,2016-04-06,0.70336359,0.70336359,0.70336359,0.70336359,0.70064987,0.64403950
33893,AOI-0051,2016-06-25,0.55151937,0.55151937,0.55151937,0.55151937,0.55151937,0.56566696
33897,AOI-0051,2016-07-12,0.38810258,0.38810258,0.38810258,0.38810258,0.43024799,0.39629750
33905,AOI-0051,2016-08-28,0.32434550,0.32434550,0.32434550,0.32434550,0.38032181,0.37742398
33910,AOI-0051,2016-09-14,0.47381067,0.47381067,0.47381067,0.47381067,0.43956116,0.43956116
33911,AOI-0051,2016-09-29,0.53696553,0.53696553,0.53696553,0.53696553,0.48626536,0.48128720
33914,AOI-0051,2016-10-24,0.37748348,0.37748348,0.37748348,0.37748348,0.37884838,0.37884838
33933,AOI-0051,2017-05-28,,,,,,
33939,AOI-0051,2017-06-21,,,,,,
33941,AOI-0051,2017-06-28,,,,,,
33942,AOI-0051,2017-07-06,,,,,,
33945,AOI-0051,2017-07-23,,,,,,
33967,AOI-0051,2017-09-25,,,,,,
33968,AOI-0051,2017-09-30,,,,,,
33972,AOI-0051,2017-10-16,,,,,,
33978,AOI-0051,2018-04-11,0.57764516,0.57141770,0.57764516,0.57141770,0.57764516,0.57141770
33981,AOI-0051,2018-04-28,0.41816044,0.41816044,,,0.41816044,0.67689373
33982,AOI-0051,2018-04-29,0.73646955,0.71447083,0.73646955,0.71447083,0.73646955,0.71447083
33989,AOI-0051,2018-05-30,0.63841772,0.63841772,,,0.63841772,0.53036432
33998,AOI-0051,2018-06-26,0.38374611,0.37583711,0.38374611,0.37583711,0.38374611,0.38200472
34000,AOI-0051,2018-07-02,0.24775496,0.26601016,0.24775496,0.26601016,0.24775496,0.26001528
34007,AOI-0051,2018-08-02,,,,,,
34010,AOI-0051,2018-08-18,0.23504539,0.23504539,,,0.23504539,
34018,AOI-0051,2018-09-14,0.33671934,0.33383213,0.33671934,0.33383213,0.33671934,0.33383213
34020,AOI-0051,2018-09-19,0.31461564,0.31461564,,,0.31461564,
34027,AOI-0051,2018-10-14,0.25814150,0.25877859,0.25814150,0.25877859,0.25814150,0.25877859
34041,AOI-0051,2019-05-17,0.67391967,0.67391967,0.67391967,0.67391967,0.67391967,0.67391967
34045,AOI-0051,2019-05-31,0.75171994,0.75171994,0.75171994,0.75171994,0.75171994,0.75171994
34054,AOI-0051,2019-06-25,0.23649867,0.23649867,0.23649867,0.23649867,0.23649867,0.23649867
34057,AOI-0051,2019-06-30,0.32684642,0.32684642,0.32684642,0.32684642,0.32684642,0.32684642
34062,AOI-0051,2019-07-29,0.25780693,0.25780693,0.25780693,0.25780693,0.25780693,0.25780693
34063,AOI-0051,2019-08-05,0.29621003,0.29621003,0.29621003,0.29621003,0.29621003,0.29621003
34066,AOI-0051,2019-08-13,0.30273052,0.31950892,0.30273052,0.31950892,0.30273052,0.31950892
34070,AOI-0051,2019-08-22,0.29037737,0.29037737,0.29037737,0.29037737,0.29037737,0.29037737
34076,AOI-0051,2019-09-13,0.21690824,0.21690824,0.21690824,0.21690824,0.21690824,0.21690824
34085,AOI-0051,2019-10-16,0.40086086,0.39858545,0.40086086,0.39858545,0.40086086,0.39858545
34098,AOI-0051,2020-04-26,0.53216406,0.53216406,0.53216406,0.53216406,0.53216406,0.53216406
34112,AOI-0051,2020-06-09,0.76623838,0.79470351,0.76623838,0.79470351,0.76623838,0.79470351
34118,AOI-0051,2020-07-04,0.40759437,0.38987275,0.40759437,0.40759437,0.40759437,0.40759437
34128,AOI-0051,2020-07-27,0.31201796,0.37777949,0.31201796,0.37777949,0.31201796,0.37777949
34141,AOI-0051,2020-08-31,0.31079292,0.31500634,0.31079292,0.31500634,0.31079292,0.31500634
34144,AOI-0051,2020-09-07,0.23516622,0.25891365,0.23516622,0.23516622,0.23516622,0.23516622
34159,AOI-0051,2020-10-27,0.29985950,0.29985950,,,0.29985950,
34166,AOI-0051,2021-05-06,,,,,,
34180,AOI-0051,2021-06-23,,,,,,
34192,AOI-0051,2021-07-19,0.29237582,0.29237582,0.29237582,0.29237582,0.32304173,0.29237582
34196,AOI-0051,2021-07-28,0.39711352,0.39711352,0.39711352,0.39711352,0.40331482,0.39711352
