anon_polygon_id,date,year,doy,primary_ndvi_pred
AOI-0046,2021-09-06,,,
AOI-0046,2022-06-05,,,
AOI-0046,2022-07-24,,,
AOI-0046,2022-07-29,,,
AOI-0046,2022-07-30,,,
AOI-0046,2022-08-24,,,
AOI-0046,2022-08-30,,,
AOI-0046,2023-04-02,,,
AOI-0046,2023-04-29,,,
AOI-0046,2023-05-06,,,
AOI-0046,2023-06-21,,,
AOI-0046,2023-06-24,,,
AOI-0046,2023-07-22,,,
AOI-0046,2023-07-25,,,
AOI-0046,2023-08-13,,,
AOI-0046,2023-08-18,,,
AOI-0046,2023-08-25,,,
AOI-0046,2023-08-27,,,
AOI-0046,2023-08-28,,,
AOI-0046,2023-10-13,,,
AOI-0046,2023-10-29,,,
AOI-0046,2024-04-06,,,
AOI-0046,2024-05-08,,,
AOI-0046,2024-05-09,,,
AOI-0046,2024-06-01,,,
AOI-0046,2024-06-09,,,
AOI-0046,2024-07-03,,,
AOI-0046,2024-07-19,,,
AOI-0046,2024-08-09,,,
AOI-0046,2024-08-20,,,
AOI-0046,2024-08-28,,,
AOI-0046,2024-09-13,,,
AOI-0046,2024-09-22,,,
AOI-0046,2024-10-13,,,
AOI-0046,2025-06-30,,,
AOI-0046,2025-07-15,,,
AOI-0046,2025-08-07,,,
AOI-0046,2025-08-15,,,
AOI-0046,2025-09-24,,,
AOI-0046,2025-10-02,,,
AOI-0047,2025-05-08,,,
AOI-0047,2025-05-16,,,
AOI-0047,2025-05-25,,,
AOI-0047,2025-06-15,,,
AOI-0047,2025-07-17,,,
AOI-0047,2025-07-18,,,
AOI-0047,2025-09-03,,,
AOI-0047,2025-10-15,,,
AOI-0047,2025-10-16,,,
AOI-0048,2025-04-07,,,
AOI-0048,2025-04-17,,,
AOI-0048,2025-05-09,,,
AOI-0048,2025-09-17,,,
AOI-0048,2025-09-24,,,
AOI-0049,2025-05-04,,,
AOI-0049,2025-06-26,,,
AOI-0049,2025-06-27,,,
AOI-0049,2025-07-29,,,
AOI-0049,2025-08-06,,,
AOI-0049,2025-08-12,,,
AOI-0049,2025-08-17,,,
AOI-0049,2025-09-06,,,
AOI-0049,2025-09-14,,,
AOI-0049,2025-09-26,,,
AOI-0049,2025-09-30,,,
AOI-0049,2025-10-08,,,
AOI-0049,2025-10-16,,,
AOI-0049,2025-10-28,,,
AOI-0050,2025-04-14,,,
AOI-0050,2025-04-15,,,
AOI-0050,2025-05-25,,,
AOI-0050,2025-06-27,,,
AOI-0050,2025-08-07,,,
AOI-0050,2025-08-09,,,
AOI-0050,2025-08-13,,,
AOI-0050,2025-08-17,,,
AOI-0050,2025-09-07,,,
AOI-0050,2025-09-30,,,
AOI-0050,2025-10-17,,,
AOI-0050,2025-10-28,,,
AOI-0051,2010-06-09,,,
AOI-0051,2011-06-04,,,
AOI-0051,2011-06-05,,,
AOI-0051,2011-06-12,,,
AOI-0051,2011-06-13,,,
AOI-0051,2011-09-01,,,
AOI-0051,2011-10-11,,,
AOI-0051,2012-04-27,,,
AOI-0051,2012-05-22,,,
AOI-0051,2012-08-12,,,
AOI-0051,2012-08-26,,,
AOI-0051,2012-08-28,,,
AOI-0051,2012-09-18,,,
AOI-0051,2012-10-13,,,
AOI-0051,2013-05-01,,,
AOI-0051,2013-07-19,,,
AOI-0051,2013-07-28,,,
AOI-0051,2013-08-29,,,
AOI-0051,2013-10-07,,,
AOI-0051,2013-10-16,,,
AOI-0051,2014-04-18,,,
AOI-0051,2014-06-05,,,
AOI-0051,2014-06-10,,,
AOI-0051,2014-06-28,,,
AOI-0051,2014-09-08,,,
AOI-0051,2014-09-16,,,
AOI-0051,2015-04-07,,,
AOI-0051,2015-05-23,,,
AOI-0051,2015-06-10,,,
AOI-0051,2015-06-15,,,
AOI-0051,2015-06-26,,,
AOI-0051,2015-09-14,,,
AOI-0051,2015-09-20,,,
AOI-0051,2015-10-06,,,
AOI-0051,2016-04-06,,,
AOI-0051,2016-06-25,,,
AOI-0051,2016-07-12,,,
AOI-0051,2016-08-28,,,
AOI-0051,2016-09-14,,,
AOI-0051,2016-09-29,,,
AOI-0051,2016-10-24,,,
AOI-0051,2017-05-28,,,
AOI-0051,2017-06-21,,,
AOI-0051,2017-06-28,,,
AOI-0051,2017-07-06,,,
AOI-0051,2017-07-23,,,
AOI-0051,2017-09-25,,,
AOI-0051,2017-09-30,,,
AOI-0051,2017-10-16,,,
AOI-0051,2018-04-11,,,
AOI-0051,2018-04-28,,,
AOI-0051,2018-04-29,,,
AOI-0051,2018-05-30,,,
AOI-0051,2018-06-26,,,
AOI-0051,2018-07-02,,,
AOI-0051,2018-08-02,,,
AOI-0051,2018-08-18,,,
AOI-0051,2018-09-14,,,
AOI-0051,2018-09-19,,,
AOI-0051,2018-10-14,,,
AOI-0051,2019-05-17,,,
AOI-0051,2019-05-31,,,
AOI-0051,2019-06-25,,,
AOI-0051,2019-06-30,,,
AOI-0051,2019-07-29,,,
AOI-0051,2019-08-05,,,
AOI-0051,2019-08-13,,,
AOI-0051,2019-08-22,,,
AOI-0051,2019-09-13,,,
AOI-0051,2019-10-16,,,
AOI-0051,2020-04-26,,,
AOI-0051,2020-06-09,,,
AOI-0051,2020-07-04,,,
AOI-0051,2020-07-27,,,
AOI-0051,2020-08-31,,,
AOI-0051,2020-09-07,,,
AOI-0051,2020-10-27,,,
AOI-0051,2021-05-06,,,
AOI-0051,2021-06-23,,,
AOI-0051,2021-07-19,,,
AOI-0051,2021-07-28,,,
AOI-0051,2021-08-23,,,
AOI-0051,2021-08-28,,,
AOI-0051,2021-08-29,,,
AOI-0051,2021-09-03,,,
AOI-0051,2021-09-07,,,
AOI-0051,2021-10-02,,,
AOI-0051,2021-10-21,,,
AOI-0051,2022-05-09,,,
AOI-0051,2022-05-26,,,
AOI-0051,2022-05-27,,,
AOI-0051,2022-06-11,,,
AOI-0051,2022-06-19,,,
AOI-0051,2022-06-30,,,
AOI-0051,2022-07-09,,,
AOI-0051,2022-07-12,,,
AOI-0051,2022-07-22,,,
AOI-0051,2022-07-24,,,
AOI-0051,2022-07-29,,,
AOI-0051,2022-08-13,,,
AOI-0051,2022-08-28,,,
AOI-0051,2022-09-06,,,
AOI-0051,2022-09-14,,,
AOI-0051,2022-10-07,,,
AOI-0051,2022-10-15,,,
AOI-0051,2023-04-23,,,
AOI-0051,2023-07-31,,,
AOI-0051,2023-08-28,,,
AOI-0051,2023-09-09,,,
AOI-0051,2023-09-27,,,
AOI-0051,2023-10-04,,,
AOI-0051,2024-04-05,,,
AOI-0051,2024-05-04,,,
AOI-0051,2024-05-22,,,
AOI-0051,2024-06-03,,,
AOI-0051,2024-06-23,,,
AOI-0051,2024-07-28,,,
AOI-0051,2024-08-27,,,
AOI-0051,2024-09-03,,,
AOI-0051,2024-10-01,,,
AOI-0051,2024-10-05,,,
AOI-0051,2024-10-06,,,
AOI-0051,2024-10-15,,,
AOI-0051,2025-05-09,,,
AOI-0051,2025-06-10,,,
AOI-0051,2025-06-27,,,
AOI-0051,2025-07-05,,,
AOI-0051,2025-07-10,,,
AOI-0051,2025-08-05,,,
AOI-0051,2025-08-12,,,
AOI-0051,2025-09-15,,,
AOI-0051,2025-09-16,,,
AOI-0052,2025-04-19,,,
AOI-0052,2025-06-08,,,
AOI-0052,2025-06-11,,,
AOI-0052,2025-07-05,,,
AOI-0052,2025-07-18,,,
AOI-0052,2025-08-22,,,
AOI-0052,2025-08-27,,,
AOI-0052,2025-09-06,,,
AOI-0052,2025-09-14,,,
AOI-0052,2025-10-17,,,
AOI-0053,2025-04-11,,,
AOI-0053,2025-04-14,,,
AOI-0053,2025-04-16,,,
AOI-0053,2025-04-19,,,
AOI-0053,2025-04-23,,,
AOI-0053,2025-06-26,,,
AOI-0053,2025-07-28,,,
AOI-0053,2025-08-02,,,
AOI-0053,2025-08-09,,,
AOI-0053,2025-08-12,,,
AOI-0053,2025-08-29,,,
AOI-0053,2025-09-01,,,
AOI-0053,2025-09-07,,,
AOI-0053,2025-09-11,,,
AOI-0053,2025-09-14,,,
AOI-0053,2025-09-15,,,
AOI-0053,2025-09-21,,,
AOI-0053,2025-09-26,,,
AOI-0053,2025-10-28,,,
AOI-0054,2025-04-11,,,
AOI-0054,2025-04-19,,,
AOI-0054,2025-05-04,,,
AOI-0054,2025-06-03,,,
AOI-0054,2025-07-28,,,
AOI-0054,2025-08-12,,,
AOI-0054,2025-09-21,,,
AOI-0054,2025-09-30,,,
AOI-0054,2025-10-16,,,
AOI-0055,2025-04-01,,,
AOI-0055,2025-04-11,,,
AOI-0055,2025-05-09,,,
AOI-0055,2025-07-04,,,
AOI-0055,2025-07-05,,,
AOI-0055,2025-07-08,,,
AOI-0055,2025-07-23,,,
AOI-0055,2025-08-17,,,
AOI-0055,2025-09-14,,,
AOI-0055,2025-09-22,,,
AOI-0056,2025-04-23,,,
AOI-0056,2025-05-24,,,
AOI-0056,2025-06-10,,,
AOI-0056,2025-06-19,,,
AOI-0056,2025-07-18,,,
AOI-0056,2025-07-23,,,
AOI-0056,2025-08-09,,,
AOI-0056,2025-09-06,,,
AOI-0056,2025-09-08,,,
AOI-0056,2025-10-16,,,
AOI-0057,2025-05-04,,,
AOI-0057,2025-05-09,,,
AOI-0057,2025-05-19,,,
AOI-0057,2025-06-26,,,
AOI-0057,2025-06-27,,,
AOI-0057,2025-07-10,,,
AOI-0057,2025-07-13,,,
AOI-0057,2025-07-18,,,
AOI-0057,2025-08-05,,,
AOI-0057,2025-08-27,,,
AOI-0057,2025-09-01,,,
AOI-0057,2025-09-21,,,
AOI-0058,2010-04-23,,,
AOI-0058,2010-08-13,,,
AOI-0058,2010-08-29,,,
AOI-0058,2010-09-05,,,
AOI-0058,2011-04-02,,,
AOI-0058,2011-04-26,,,
AOI-0058,2011-06-12,,,
AOI-0058,2011-07-15,,,
AOI-0058,2011-08-29,,,
AOI-0058,2011-09-01,,,
AOI-0058,2011-10-02,,,
AOI-0058,2011-10-27,,,
AOI-0058,2012-04-22,,,
AOI-0058,2012-06-09,,,
AOI-0058,2012-06-23,,,
AOI-0058,2012-07-11,,,
AOI-0058,2012-08-12,,,
AOI-0058,2012-09-11,,,
AOI-0058,2013-04-07,,,
AOI-0058,2013-04-23,,,
AOI-0058,2013-05-09,,,
AOI-0058,2013-06-09,,,
AOI-0058,2013-06-10,,,
AOI-0058,2013-07-11,,,
AOI-0058,2013-07-19,,,
AOI-0058,2013-08-28,,,
AOI-0058,2013-10-16,,,
AOI-0058,2013-10-24,,,
AOI-0058,2014-04-25,,,
AOI-0058,2014-06-05,,,
AOI-0058,2014-06-10,,,
AOI-0058,2014-09-14,,,
AOI-0058,2015-04-28,,,
AOI-0058,2015-05-09,,,
AOI-0058,2015-09-03,,,
AOI-0058,2015-09-27,,,
AOI-0058,2016-04-06,,,
AOI-0058,2016-04-30,,,
AOI-0058,2016-06-09,,,
AOI-0058,2016-07-27,,,
AOI-0058,2016-07-28,,,
AOI-0058,2016-08-13,,,
AOI-0058,2017-04-25,,,
AOI-0058,2017-07-15,,,
AOI-0058,2017-09-13,,,
AOI-0058,2017-09-16,,,
AOI-0058,2018-05-15,,,
AOI-0058,2018-07-26,,,
AOI-0058,2018-08-02,,,
AOI-0058,2019-04-23,,,
AOI-0058,2019-05-25,,,
AOI-0058,2019-06-25,,,
AOI-0058,2019-06-27,,,
AOI-0058,2019-07-04,,,
AOI-0058,2019-08-30,,,
AOI-0058,2019-09-28,,,
AOI-0058,2019-09-30,,,
AOI-0058,2020-04-17,,,
AOI-0058,2020-05-04,,,
AOI-0058,2020-06-05,,,
AOI-0058,2020-06-29,,,
AOI-0058,2020-07-06,,,
AOI-0058,2020-07-22,,,
AOI-0058,2020-07-30,,,
AOI-0058,2020-08-07,,,
AOI-0058,2020-08-12,,,
AOI-0058,2020-08-23,,,
AOI-0058,2020-08-28,,,
AOI-0058,2020-09-24,,,
AOI-0058,2020-10-27,,,
AOI-0058,2021-04-15,,,
AOI-0058,2021-05-09,,,
AOI-0058,2021-05-31,,,
AOI-0058,2021-07-09,,,
AOI-0058,2021-07-14,,,
AOI-0058,2021-07-25,,,
AOI-0058,2021-08-13,,,
AOI-0058,2021-08-28,,,
AOI-0058,2021-09-27,,,
AOI-0058,2022-06-10,,,
AOI-0058,2022-06-18,,,
AOI-0058,2022-07-04,,,
AOI-0058,2022-07-12,,,
AOI-0058,2022-07-17,,,
AOI-0058,2022-07-29,,,
AOI-0058,2022-09-14,,,
AOI-0058,2023-05-09,,,
AOI-0058,2023-05-20,,,
AOI-0058,2023-06-28,,,
AOI-0058,2023-08-17,,,
AOI-0058,2023-09-02,,,
AOI-0058,2023-09-10,,,
AOI-0058,2023-09-27,,,
AOI-0058,2023-10-12,,,
AOI-0058,2024-04-09,,,
AOI-0058,2024-05-09,,,
AOI-0058,2024-06-03,,,
AOI-0058,2024-06-23,,,
AOI-0058,2024-06-28,,,
AOI-0058,2024-07-09,,,
AOI-0058,2024-07-26,,,
AOI-0058,2024-07-27,,,
AOI-0058,2024-08-18,,,
AOI-0058,2024-08-27,,,
AOI-0058,2024-08-28,,,
AOI-0058,2024-09-21,,,
AOI-0058,2024-09-28,,,
AOI-0058,2024-10-01,,,
AOI-0058,2024-10-30,,,
AOI-0058,2025-04-07,,,
AOI-0058,2025-04-16,,,
AOI-0058,2025-04-24,,,
AOI-0058,2025-07-18,,,
AOI-0058,2025-07-28,,,
AOI-0058,2025-08-02,,,
AOI-0058,2025-08-06,,,
AOI-0058,2025-08-09,,,
AOI-0058,2025-08-12,,,
AOI-0058,2025-08-14,,,
AOI-0058,2025-09-14,,,
AOI-0058,2025-09-22,,,
AOI-0059,2010-06-26,,,
AOI-0059,2010-07-19,,,
AOI-0059,2010-08-28,,,
AOI-0059,2011-04-23,,,
AOI-0059,2011-05-27,,,
AOI-0059,2011-05-28,,,
AOI-0059,2011-06-12,,,
AOI-0059,2011-06-26,,,
AOI-0059,2011-07-07,,,
AOI-0059,2011-07-28,,,
AOI-0059,2011-08-08,,,
AOI-0059,2011-08-23,,,
AOI-0059,2012-04-04,,,
AOI-0059,2012-08-12,,,
AOI-0059,2012-08-26,,,
AOI-0059,2012-09-11,,,
AOI-0059,2012-10-13,,,
AOI-0059,2013-05-09,,,
AOI-0059,2013-06-18,,,
AOI-0059,2013-07-20,,,
AOI-0059,2013-08-13,,,
AOI-0059,2013-08-21,,,
AOI-0059,2013-10-16,,,
AOI-0059,2014-05-09,,,
AOI-0059,2014-10-27,,,
AOI-0059,2015-04-13,,,
AOI-0059,2015-05-22,,,
AOI-0059,2015-06-07,,,
AOI-0059,2015-08-02,,,
AOI-0059,2015-08-10,,,
AOI-0059,2015-08-29,,,
AOI-0059,2015-09-27,,,
AOI-0059,2015-09-30,,,
AOI-0059,2016-05-25,,,
AOI-0059,2016-07-04,,,
AOI-0059,2016-09-14,,,
AOI-0059,2016-10-24,,,
AOI-0059,2017-04-02,,,
AOI-0059,2017-05-06,,,
AOI-0059,2017-05-27,,,
AOI-0059,2017-06-04,,,
AOI-0059,2017-06-10,,,
AOI-0059,2017-07-12,,,
AOI-0059,2017-07-23,,,
AOI-0059,2017-07-28,,,
AOI-0059,2017-08-13,,,
AOI-0059,2017-08-29,,,
AOI-0059,2017-09-24,,,
AOI-0059,2018-04-07,,,
AOI-0059,2018-05-22,,,
AOI-0059,2018-05-31,,,
AOI-0059,2018-07-09,,,
AOI-0059,2018-07-18,,,
AOI-0059,2018-07-26,,,
AOI-0059,2018-08-02,,,
AOI-0059,2018-08-10,,,
AOI-0059,2018-08-13,,,
AOI-0059,2018-10-06,,,
AOI-0059,2019-04-11,,,
AOI-0059,2019-04-21,,,
AOI-0059,2019-04-23,,,
AOI-0059,2019-05-21,,,
AOI-0059,2019-06-02,,,
AOI-0059,2019-06-05,,,
AOI-0059,2019-06-10,,,
AOI-0059,2019-06-15,,,
AOI-0059,2019-06-30,,,
AOI-0059,2019-07-29,,,
AOI-0059,2019-08-21,,,
AOI-0059,2019-08-24,,,
AOI-0059,2019-09-03,,,
AOI-0059,2019-10-13,,,
AOI-0059,2019-10-24,,,
AOI-0059,2020-04-09,,,
AOI-0059,2020-04-18,,,
AOI-0059,2020-04-25,,,
AOI-0059,2020-05-08,,,
AOI-0059,2020-05-12,,,
AOI-0059,2020-06-05,,,
AOI-0059,2020-07-11,,,
AOI-0059,2020-07-30,,,
AOI-0059,2020-10-26,,,
AOI-0059,2021-06-19,,,
AOI-0059,2021-06-23,,,
AOI-0059,2021-06-29,,,
AOI-0059,2021-07-28,,,
AOI-0059,2021-07-29,,,
AOI-0059,2021-08-18,,,
AOI-0059,2021-08-28,,,
AOI-0059,2021-09-07,,,
AOI-0059,2021-09-17,,,
AOI-0059,2021-09-28,,,
AOI-0059,2021-09-30,,,
AOI-0059,2021-10-16,,,
AOI-0059,2022-04-15,,,
AOI-0059,2022-06-10,,,
AOI-0059,2022-06-11,,,
AOI-0059,2022-07-20,,,
AOI-0059,2022-08-18,,,
AOI-0059,2022-09-27,,,
AOI-0059,2022-10-08,,,
AOI-0059,2023-05-13,,,
AOI-0059,2023-05-25,,,
AOI-0059,2023-06-18,,,
AOI-0059,2023-07-16,,,
AOI-0059,2023-07-29,,,
AOI-0059,2023-09-30,,,
AOI-0059,2023-10-12,,,
AOI-0059,2023-10-16,,,
AOI-0059,2024-04-04,,,
AOI-0059,2024-04-13,,,
AOI-0059,2024-04-22,,,
AOI-0059,2024-05-19,,,
AOI-0059,2024-06-09,,,
AOI-0059,2024-07-13,,,
AOI-0059,2024-07-17,,,
AOI-0059,2024-07-27,,,
AOI-0059,2024-09-11,,,
AOI-0059,2025-04-01,,,
AOI-0059,2025-04-23,,,
AOI-0059,2025-05-01,,,
AOI-0059,2025-05-09,,,
AOI-0059,2025-05-17,,,
AOI-0059,2025-06-10,,,
AOI-0059,2025-08-29,,,
AOI-0059,2025-09-07,,,
AOI-0059,2025-10-08,,,
AOI-0059,2025-10-28,,,
AOI-0060,2025-04-14,,,
AOI-0060,2025-04-29,,,
AOI-0060,2025-06-03,,,
AOI-0060,2025-07-04,,,
AOI-0060,2025-07-05,,,
AOI-0060,2025-07-21,,,
AOI-0060,2025-08-05,,,
AOI-0060,2025-08-29,,,
AOI-0060,2025-08-30,,,
AOI-0060,2025-09-01,,,
AOI-0060,2025-09-11,,,
AOI-0061,2010-04-23,,,
AOI-0061,2010-05-26,,,
AOI-0061,2010-06-11,,,
AOI-0061,2011-06-30,,,
AOI-0061,2011-07-28,,,
AOI-0061,2011-09-18,,,
AOI-0061,2011-09-26,,,
AOI-0061,2012-04-06,,,
AOI-0061,2012-05-24,,,
AOI-0061,2012-08-28,,,
AOI-0061,2012-09-04,,,
AOI-0061,2012-10-22,,,
AOI-0061,2013-04-16,,,
AOI-0061,2013-06-10,,,
AOI-0061,2013-06-26,,,
AOI-0061,2013-08-29,,,
AOI-0061,2013-09-14,,,
AOI-0061,2013-10-09,,,
AOI-0061,2014-04-27,,,
AOI-0061,2014-06-26,,,
AOI-0061,2014-07-28,,,
AOI-0061,2015-04-07,,,
AOI-0061,2015-05-08,,,
AOI-0061,2015-09-29,,,
AOI-0061,2016-04-22,,,
AOI-0061,2016-06-19,,,
AOI-0061,2016-06-27,,,
AOI-0061,2016-07-13,,,
AOI-0061,2017-04-03,,,
AOI-0061,2017-05-25,,,
AOI-0061,2017-07-02,,,
AOI-0061,2017-07-27,,,
AOI-0061,2017-08-11,,,
AOI-0061,2017-09-02,,,
AOI-0061,2018-04-07,,,
AOI-0061,2018-06-10,,,
AOI-0061,2019-04-09,,,
AOI-0061,2019-05-13,,,
AOI-0061,2019-05-21,,,
AOI-0061,2019-05-25,,,
AOI-0061,2019-06-27,,,
AOI-0061,2019-07-12,,,
AOI-0061,2019-08-21,,,
AOI-0061,2019-09-14,,,
AOI-0061,2019-09-23,,,
AOI-0061,2019-10-18,,,
AOI-0061,2019-10-20,,,
AOI-0061,2020-04-17,,,
AOI-0061,2020-05-24,,,
AOI-0061,2020-07-16,,,
AOI-0061,2020-07-19,,,
AOI-0061,2020-07-24,,,
AOI-0061,2020-07-27,,,
AOI-0061,2020-08-08,,,
AOI-0061,2020-08-17,,,
AOI-0061,2020-08-18,,,
AOI-0061,2020-08-23,,,
AOI-0061,2020-09-18,,,
AOI-0061,2020-10-17,,,
AOI-0061,2020-10-29,,,
AOI-0061,2021-05-05,,,
AOI-0061,2021-05-08,,,
AOI-0061,2021-05-15,,,
AOI-0061,2021-07-21,,,
AOI-0061,2021-07-24,,,
AOI-0061,2021-08-04,,,
AOI-0061,2021-08-28,,,
AOI-0061,2021-08-29,,,
AOI-0061,2021-10-29,,,
AOI-0061,2022-04-09,,,
AOI-0061,2022-05-09,,,
AOI-0061,2022-05-22,,,
AOI-0061,2022-05-25,,,
AOI-0061,2022-05-27,,,
AOI-0061,2022-06-12,,,
AOI-0061,2022-06-29,,,
AOI-0061,2022-07-06,,,
AOI-0061,2022-07-21,,,
AOI-0061,2022-07-22,,,
AOI-0061,2022-07-28,,,
AOI-0061,2022-08-23,,,
AOI-0061,2023-04-07,,,
AOI-0061,2023-04-25,,,
AOI-0061,2023-05-05,,,
AOI-0061,2023-05-06,,,
AOI-0061,2023-05-17,,,
AOI-0061,2023-06-06,,,
AOI-0061,2023-06-21,,,
AOI-0061,2023-07-17,,,
AOI-0061,2023-07-21,,,
AOI-0061,2023-07-27,,,
AOI-0061,2023-09-24,,,
AOI-0061,2023-10-14,,,
AOI-0061,2023-10-29,,,
AOI-0061,2024-04-29,,,
AOI-0061,2024-05-01,,,
AOI-0061,2024-05-08,,,
AOI-0061,2024-06-20,,,
AOI-0061,2024-07-15,,,
AOI-0061,2024-08-09,,,
AOI-0061,2024-08-12,,,
AOI-0061,2024-09-06,,,
AOI-0061,2024-09-26,,,
AOI-0061,2024-10-07,,,
AOI-0061,2025-04-16,,,
AOI-0061,2025-04-19,,,
AOI-0061,2025-05-28,,,
AOI-0061,2025-06-28,,,
AOI-0061,2025-07-07,,,
AOI-0061,2025-07-10,,,
AOI-0061,2025-07-28,,,
AOI-0061,2025-08-16,,,
AOI-0061,2025-08-29,,,
AOI-0061,2025-09-24,,,
AOI-0061,2025-09-26,,,
AOI-0061,2025-10-16,,,
AOI-0062,2010-04-24,,,
AOI-0062,2010-05-09,,,
AOI-0062,2010-05-26,,,
AOI-0062,2010-08-13,,,
AOI-0062,2010-10-16,,,
AOI-0062,2011-06-14,,,
AOI-0062,2011-07-28,,,
AOI-0062,2011-10-16,,,
AOI-0062,2012-06-09,,,
AOI-0062,2012-08-28,,,
AOI-0062,2012-09-04,,,
AOI-0062,2012-09-13,,,
AOI-0062,2013-04-23,,,
AOI-0062,2013-07-12,,,
AOI-0062,2013-07-28,,,
AOI-0062,2013-09-14,,,
AOI-0062,2013-10-16,,,
AOI-0062,2014-06-30,,,
AOI-0062,2014-10-04,,,
AOI-0062,2015-04-22,,,
AOI-0062,2015-05-09,,,
AOI-0062,2015-09-05,,,
AOI-0062,2015-09-21,,,
AOI-0062,2016-05-08,,,
AOI-0062,2016-07-11,,,
AOI-0062,2016-07-27,,,
AOI-0062,2016-09-13,,,
AOI-0062,2016-10-25,,,
AOI-0062,2017-04-07,,,
AOI-0062,2017-07-28,,,
AOI-0062,2017-09-15,,,
AOI-0062,2018-04-06,,,
AOI-0062,2018-04-07,,,
AOI-0062,2018-06-02,,,
AOI-0062,2018-06-25,,,
AOI-0062,2018-07-28,,,
AOI-0062,2018-08-28,,,
AOI-0062,2019-04-08,,,
AOI-0062,2019-04-11,,,
AOI-0062,2019-06-17,,,
AOI-0062,2019-07-06,,,
AOI-0062,2019-08-09,,,
AOI-0062,2019-08-23,,,
AOI-0062,2019-09-23,,,
AOI-0062,2019-10-18,,,
AOI-0062,2019-10-23,,,
AOI-0062,2019-10-28,,,
AOI-0062,2020-04-30,,,
AOI-0062,2020-05-30,,,
AOI-0062,2020-06-16,,,
AOI-0062,2020-07-26,,,
AOI-0062,2020-08-18,,,
AOI-0062,2020-08-20,,,
AOI-0062,2020-08-23,,,
AOI-0062,2020-08-25,,,
AOI-0062,2020-09-07,,,
AOI-0062,2020-09-09,,,
AOI-0062,2020-10-07,,,
AOI-0062,2020-10-15,,,
AOI-0062,2021-04-23,,,
AOI-0062,2021-05-05,,,
AOI-0062,2021-05-08,,,
AOI-0062,2021-05-12,,,
AOI-0062,2021-06-06,,,
AOI-0062,2021-06-10,,,
AOI-0062,2021-07-01,,,
AOI-0062,2021-07-26,,,
AOI-0062,2021-07-29,,,
AOI-0062,2021-09-12,,,
AOI-0062,2021-09-13,,,
AOI-0062,2021-09-19,,,
AOI-0062,2021-09-27,,,
AOI-0062,2021-09-29,,,
AOI-0062,2021-10-07,,,
AOI-0062,2021-10-16,,,
AOI-0062,2022-04-10,,,
AOI-0062,2022-04-27,,,
AOI-0062,2022-05-11,,,
AOI-0062,2022-05-25,,,
AOI-0062,2022-07-21,,,
AOI-0062,2022-07-24,,,
AOI-0062,2022-08-23,,,
AOI-0062,2022-09-14,,,
AOI-0062,2022-09-18,,,
AOI-0062,2022-09-30,,,
AOI-0062,2022-10-19,,,
AOI-0062,2023-05-17,,,
AOI-0062,2023-06-18,,,
AOI-0062,2023-06-24,,,
AOI-0062,2023-07-14,,,
AOI-0062,2023-08-05,,,
AOI-0062,2023-08-25,,,
AOI-0062,2023-09-17,,,
AOI-0062,2023-10-12,,,
AOI-0062,2023-10-16,,,
AOI-0062,2024-04-22,,,
AOI-0062,2024-06-03,,,
AOI-0062,2024-06-08,,,
AOI-0062,2024-06-23,,,
AOI-0062,2024-07-30,,,
AOI-0062,2024-08-04,,,
AOI-0062,2024-08-12,,,
AOI-0062,2024-09-06,,,
AOI-0062,2024-10-26,,,
AOI-0062,2025-04-01,,,
AOI-0062,2025-04-07,,,
AOI-0062,2025-04-11,,,
AOI-0062,2025-04-24,,,
AOI-0062,2025-04-29,,,
AOI-0062,2025-05-28,,,
AOI-0062,2025-06-28,,,
AOI-0062,2025-07-06,,,
AOI-0062,2025-07-07,,,
AOI-0062,2025-07-15,,,
AOI-0062,2025-07-25,,,
AOI-0062,2025-08-02,,,
AOI-0062,2025-08-17,,,
AOI-0062,2025-09-24,,,
AOI-0062,2025-09-30,,,
AOI-0062,2025-10-08,,,
AOI-0062,2025-10-13,,,
AOI-0063,2025-04-14,,,
AOI-0063,2025-04-19,,,
AOI-0063,2025-04-23,,,
AOI-0063,2025-04-24,,,
AOI-0063,2025-05-06,,,
AOI-0063,2025-05-25,,,
AOI-0063,2025-06-05,,,
AOI-0063,2025-06-25,,,
AOI-0063,2025-06-28,,,
AOI-0063,2025-06-30,,,
AOI-0063,2025-07-06,,,
AOI-0063,2025-07-07,,,
AOI-0063,2025-07-22,,,
AOI-0063,2025-08-23,,,
AOI-0063,2025-09-13,,,
AOI-0063,2025-09-14,,,
AOI-0064,2025-04-14,,,
AOI-0064,2025-04-23,,,
AOI-0064,2025-04-24,,,
AOI-0064,2025-06-03,,,
AOI-0064,2025-06-05,,,
AOI-0064,2025-06-26,,,
AOI-0064,2025-06-27,,,
AOI-0064,2025-06-28,,,
AOI-0064,2025-07-10,,,
AOI-0064,2025-08-12,,,
AOI-0064,2025-08-19,,,
AOI-0064,2025-08-27,,,
AOI-0064,2025-08-31,,,
AOI-0064,2025-09-13,,,
AOI-0064,2025-10-06,,,
AOI-0064,2025-10-13,,,
AOI-0065,2025-04-19,,,
AOI-0065,2025-05-01,,,
AOI-0065,2025-06-04,,,
AOI-0065,2025-06-05,,,
AOI-0065,2025-06-08,,,
AOI-0065,2025-06-26,,,
AOI-0065,2025-07-15,,,
AOI-0065,2025-07-18,,,
AOI-0065,2025-08-07,,,
AOI-0065,2025-08-17,,,
